Area,Year,ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp
Guatemala,2006,22712,1996,15951.27,19.88
Guatemala,2007,22229,1996,22883.17,19.9
Guatemala,2008,24013,1996,18091.67,19.51
Guatemala,2009,22131,1996,13276.7,19.99
Guatemala,2010,20574,1996,14898.25,19.85
Guatemala,2011,20509,1996,16540.71,19.85
Guatemala,2012,21677,1996,19726.3,19.88
Guatemala,2013,20240,1996,20489.4,20.37
Honduras,1990,5769,1976,9880.07,24.53
Honduras,1991,5797,1976,6289.7,24.61
Honduras,1992,5926,1976,9904.59,24.77
Honduras,1993,5808,1976,6768,24.58
Honduras,1994,6071,1976,3160.91,24.87
Honduras,1995,5940,1976,7800,24.95
Honduras,1996,5999,1976,6464,24.39
Honduras,1997,6667,1976,6980,25.03
Honduras,1998,5000,1976,3495,25.37
Honduras,1999,4750,1976,2387,24.41
Honduras,2000,5258,1976,4376,24.43
Honduras,2001,5305,1976,1141,24.4
Honduras,2002,5309,1976,1772.3,24.61
Honduras,2004,5287,1976,3034.91,24.68
Honduras,2005,5327,1976,3666.21,24.77
Honduras,2006,5367,1976,4297.51,24.88
Honduras,2007,5409,1976,5283.93,24.55
Honduras,2008,5452,1976,5130.42,24.25
Honduras,2009,5750,1976,4344.36,24.77
Honduras,2010,5524,1976,5736.63,24.49
Honduras,2011,5445,1976,6324.41,24.63
Honduras,2012,5517,1976,7194.91,24.47
Honduras,2013,5528,1976,7194.91,24.86
Hungary,1990,50771,589,12756,10.96
Hungary,1991,51900,589,8069,9.66
Hungary,1992,40700,589,5777,11.01
Hungary,1993,30649,589,10197,10.22
Hungary,1994,46033,589,9574,11.58
Hungary,1995,41644,589,7715,10.34
Hungary,1996,32780,589,6946,9.44
Hungary,1997,42153,589,4445,9.89
Hungary,1998,41390,589,5280,10.35
Hungary,1999,35948,589,4598,10.64
Hungary,2000,36044,589,4151,11.69
Hungary,2001,43105,589,5458,10.47
Hungary,2002,35212,589,8231.5,11.43
Hungary,2004,51174,589,9940.5,10.37
Hungary,2005,45000,589,9676,10.05
Hungary,2006,40719,589,11523,10.67
Hungary,2007,35875,589,11178,11.82
Hungary,2008,50024,589,12084,11.55
Hungary,2009,38546,589,11144,11.48
Hungary,2010,37038,589,10299.5,10.35
Hungary,2011,41994,589,8473.26,10.92
Hungary,2012,37485,589,8141.17,11.31
Hungary,2013,46386,589,7744.5,12.44
India,1990,21211,1083,75000,25.58
India,1990,21211,1083,75000,26.88
India,1990,21211,1083,75000,25.79
India,1990,21211,1083,75000,24.1
India,1990,21211,1083,75000,25.25
India,1990,21211,1083,75000,25.44
India,1990,21211,1083,75000,25.54
India,1990,21211,1083,75000,26.36
India,1990,21211,1083,75000,26.91
India,1990,21211,1083,75000,25.16
India,1990,21211,1083,75000,25.77
India,1990,21211,1083,75000,25.12
India,1990,21211,1083,75000,24.1
India,1990,21211,1083,75000,25.68
India,1990,21211,1083,75000,25.54
India,1990,21211,1083,75000,25.44
India,1990,21211,1083,75000,24.78
India,1990,21211,1083,75000,26.59
India,1990,21211,1083,75000,24.37
India,1990,21211,1083,75000,26.63
India,1990,21211,1083,75000,26.63
India,1990,21211,1083,75000,25.64
India,1991,22814,1083,72133,25.85
India,1991,22814,1083,72133,26.9
India,1991,22814,1083,72133,25.96
India,1991,22814,1083,72133,23.77
India,1991,22814,1083,72133,25.49
India,1991,22814,1083,72133,25.82
India,1991,22814,1083,72133,25.74
India,1991,22814,1083,72133,26.54
India,1991,22814,1083,72133,27.35
India,1991,22814,1083,72133,25.4
India,1991,22814,1083,72133,25.99
India,1991,22814,1083,72133,25.32
India,1991,22814,1083,72133,23.77
India,1991,22814,1083,72133,26.2
India,1991,22814,1083,72133,25.74
India,1991,22814,1083,72133,25.55
India,1991,22814,1083,72133,25.06
India,1991,22814,1083,72133,26.34
India,1991,22814,1083,72133,24.62
India,1991,22814,1083,72133,26.7
India,1991,22814,1083,72133,26.7
India,1991,22814,1083,72133,25.74
India,1992,23940,1083,70791,25.69
India,1992,23940,1083,70791,26.82
India,1992,23940,1083,70791,26.09
India,1992,23940,1083,70791,23.79
India,1992,23940,1083,70791,25.16
India,1992,23940,1083,70791,25.91
India,1992,23940,1083,70791,25.52
India,1992,23940,1083,70791,26.41
India,1992,23940,1083,70791,27.24
India,1992,23940,1083,70791,25.41
India,1992,23940,1083,70791,25.73
India,1992,23940,1083,70791,25.27
India,1992,23940,1083,70791,23.79
India,1992,23940,1083,70791,26.32
India,1992,23940,1083,70791,25.52
India,1992,23940,1083,70791,25.58
India,1992,23940,1083,70791,25.14
India,1992,23940,1083,70791,26.37
India,1992,23940,1083,70791,24.62
India,1992,23940,1083,70791,26.78
India,1992,23940,1083,70791,26.78
India,1992,23940,1083,70791,25.89
India,1993,23267,1083,66388,25.88
India,1993,23267,1083,66388,27.46
India,1993,23267,1083,66388,26.1
India,1993,23267,1083,66388,24.34
India,1993,23267,1083,66388,25.22
India,1993,23267,1083,66388,25.75
India,1993,23267,1083,66388,25.92
India,1993,23267,1083,66388,26.34
India,1993,23267,1083,66388,27.24
India,1993,23267,1083,66388,25.5
India,1993,23267,1083,66388,26.32
India,1993,23267,1083,66388,25.27
India,1993,23267,1083,66388,24.34
India,1993,23267,1083,66388,26.07
India,1993,23267,1083,66388,25.92
India,1993,23267,1083,66388,25.66
India,1993,23267,1083,66388,25.06
India,1993,23267,1083,66388,27.07
India,1993,23267,1083,66388,24.74
India,1993,23267,1083,66388,27.04
India,1993,23267,1083,66388,27.04
India,1993,23267,1083,66388,25.97
India,1994,23796,1083,61357,25.75
India,1994,23796,1083,61357,26.74
India,1994,23796,1083,61357,26.03
India,1994,23796,1083,61357,24.29
India,1994,23796,1083,61357,25.22
India,1994,23796,1083,61357,25.33
India,1994,23796,1083,61357,25.87
India,1994,23796,1083,61357,26.54
India,1994,23796,1083,61357,27.07
India,1994,23796,1083,61357,25.01
India,1994,23796,1083,61357,25.92
India,1994,23796,1083,61357,25.33
India,1994,23796,1083,61357,24.29
India,1994,23796,1083,61357,25.75
India,1994,23796,1083,61357,25.87
India,1994,23796,1083,61357,25.71
India,1994,23796,1083,61357,24.84
India,1994,23796,1083,61357,26.46
India,1994,23796,1083,61357,24.71
India,1994,23796,1083,61357,26.55
India,1994,23796,1083,61357,26.55
India,1994,23796,1083,61357,25.95
India,1995,25590,1083,61257,25.86
India,1995,25590,1083,61257,27.2
India,1995,25590,1083,61257,26.15
India,1995,25590,1083,61257,24.04
India,1995,25590,1083,61257,25.44
India,1995,25590,1083,61257,25.73
India,1995,25590,1083,61257,25.92
India,1995,25590,1083,61257,26.62
India,1995,25590,1083,61257,27.24
India,1995,25590,1083,61257,25.5
India,1995,25590,1083,61257,26.13
India,1995,25590,1083,61257,25.55
India,1995,25590,1083,61257,24.04
India,1995,25590,1083,61257,26.04
India,1995,25590,1083,61257,25.92
India,1995,25590,1083,61257,25.76
India,1995,25590,1083,61257,25.24
India,1995,25590,1083,61257,26.72
India,1995,25590,1083,61257,24.64
India,1995,25590,1083,61257,27.03
India,1995,25590,1083,61257,27.03
India,1995,25590,1083,61257,26.01
India,1996,24828,1083,56114,25.63
India,1996,24828,1083,56114,27.06
India,1996,24828,1083,56114,26.1
India,1996,24828,1083,56114,23.81
India,1996,24828,1083,56114,25.41
India,1996,24828,1083,56114,25.9
India,1996,24828,1083,56114,25.55
India,1996,24828,1083,56114,26.65
India,1996,24828,1083,56114,27.37
India,1996,24828,1083,56114,25.55
India,1996,24828,1083,56114,25.79
India,1996,24828,1083,56114,25.31
India,1996,24828,1083,56114,23.81
India,1996,24828,1083,56114,26.46
India,1996,24828,1083,56114,25.55
India,1996,24828,1083,56114,25.75
India,1996,24828,1083,56114,25.34
India,1996,24828,1083,56114,26.64
India,1996,24828,1083,56114,24.78
India,1996,24828,1083,56114,27.01
India,1996,24828,1083,56114,27.01
India,1996,24828,1083,56114,25.99
India,1997,26789,1083,52279,24.92
India,1997,26789,1083,52279,26.45
India,1997,26789,1083,52279,25.58
India,1997,26789,1083,52279,23.26
India,1997,26789,1083,52279,25.68
India,1997,26789,1083,52279,25.09
India,1997,26789,1083,52279,24.71
India,1997,26789,1083,52279,26.19
India,1997,26789,1083,52279,27.47
India,1997,26789,1083,52279,24.77
India,1997,26789,1083,52279,24.83
India,1997,26789,1083,52279,24.71
India,1997,26789,1083,52279,23.26
India,1997,26789,1083,52279,25.75
India,1997,26789,1083,52279,24.71
India,1997,26789,1083,52279,25.46
India,1997,26789,1083,52279,25.21
India,1997,26789,1083,52279,26.38
India,1997,26789,1083,52279,24.55
India,1997,26789,1083,52279,26.53
India,1997,26789,1083,52279,26.53
India,1997,26789,1083,52279,25.58
India,1998,24852,1083,49157,25.91
India,1998,24852,1083,49157,27.48
India,1998,24852,1083,49157,26.35
India,1998,24852,1083,49157,24.34
India,1998,24852,1083,49157,26.01
India,1998,24852,1083,49157,26.12
India,1998,24852,1083,49157,25.77
India,1998,24852,1083,49157,26.69
India,1998,24852,1083,49157,27.87
India,1998,24852,1083,49157,25.87
India,1998,24852,1083,49157,26.27
India,1998,24852,1083,49157,25.46
India,1998,24852,1083,49157,24.34
India,1998,24852,1083,49157,26.4
India,1998,24852,1083,49157,25.77
India,1998,24852,1083,49157,25.87
India,1998,24852,1083,49157,25.55
India,1998,24852,1083,49157,27.09
India,1998,24852,1083,49157,24.84
India,1998,24852,1083,49157,27.32
India,1998,24852,1083,49157,27.32
India,1998,24852,1083,49157,26.12
India,1999,25901,1083,46195,26.12
India,1999,25901,1083,46195,27.21
India,1999,25901,1083,46195,26.4
India,1999,25901,1083,46195,24.9
India,1999,25901,1083,46195,25.29
India,1999,25901,1083,46195,25.74
India,1999,25901,1083,46195,26.36
India,1999,25901,1083,46195,26.86
India,1999,25901,1083,46195,27.24
India,1999,25901,1083,46195,25.5
India,1999,25901,1083,46195,26.42
India,1999,25901,1083,46195,25.78
India,1999,25901,1083,46195,24.9
India,1999,25901,1083,46195,26.06
India,1999,25901,1083,46195,26.36
India,1999,25901,1083,46195,25.97
India,1999,25901,1083,46195,25.1
India,1999,25901,1083,46195,26.85
India,1999,25901,1083,46195,24.93
India,1999,25901,1083,46195,26.96
India,1999,25901,1083,46195,26.96
India,1999,25901,1083,46195,26.21
India,2000,27785,1083,44957.52,25.98
India,2000,27785,1083,44957.52,27.44
India,2000,27785,1083,44957.52,26.13
India,2000,27785,1083,44957.52,24.57
India,2000,27785,1083,44957.52,25.34
India,2000,27785,1083,44957.52,25.93
India,2000,27785,1083,44957.52,26.05
India,2000,27785,1083,44957.52,26.49
India,2000,27785,1083,44957.52,27.23
India,2000,27785,1083,44957.52,25.62
India,2000,27785,1083,44957.52,26.43
India,2000,27785,1083,44957.52,25.35
India,2000,27785,1083,44957.52,24.57
India,2000,27785,1083,44957.52,26.18
India,2000,27785,1083,44957.52,26.05
India,2000,27785,1083,44957.52,25.58
India,2000,27785,1083,44957.52,25.11
India,2000,27785,1083,44957.52,27.08
India,2000,27785,1083,44957.52,24.69
India,2000,27785,1083,44957.52,27.03
India,2000,27785,1083,44957.52,27.03
India,2000,27785,1083,44957.52,25.93
India,2001,27081,1083,43720.04,25.76
India,2001,27081,1083,43720.04,27.2
India,2001,27081,1083,43720.04,26.02
India,2001,27081,1083,43720.04,24.5
India,2001,27081,1083,43720.04,25.53
India,2001,27081,1083,43720.04,25.95
India,2001,27081,1083,43720.04,25.86
India,2001,27081,1083,43720.04,26.52
India,2001,27081,1083,43720.04,27.56
India,2001,27081,1083,43720.04,25.59
India,2001,27081,1083,43720.04,26.02
India,2001,27081,1083,43720.04,25.33
India,2001,27081,1083,43720.04,24.5
India,2001,27081,1083,43720.04,26.32
India,2001,27081,1083,43720.04,25.86
India,2001,27081,1083,43720.04,25.82
India,2001,27081,1083,43720.04,25.34
India,2001,27081,1083,43720.04,26.91
India,2001,27081,1083,43720.04,24.76
India,2001,27081,1083,43720.04,26.9
India,2001,27081,1083,43720.04,26.9
India,2001,27081,1083,43720.04,25.92
India,2002,27621,1083,42482.56,26.66
India,2002,27621,1083,42482.56,27.72
India,2002,27621,1083,42482.56,26.79
India,2002,27621,1083,42482.56,24.91
India,2002,27621,1083,42482.56,25.76
India,2002,27621,1083,42482.56,26.55
India,2002,27621,1083,42482.56,26.63
India,2002,27621,1083,42482.56,26.7
India,2002,27621,1083,42482.56,27.67
India,2002,27621,1083,42482.56,26.15
India,2002,27621,1083,42482.56,27.03
India,2002,27621,1083,42482.56,26.12
India,2002,27621,1083,42482.56,24.91
India,2002,27621,1083,42482.56,26.75
India,2002,27621,1083,42482.56,26.63
India,2002,27621,1083,42482.56,26.06
India,2002,27621,1083,42482.56,25.58
India,2002,27621,1083,42482.56,27.15
India,2002,27621,1083,42482.56,25.07
India,2002,27621,1083,42482.56,27.35
India,2002,27621,1083,42482.56,27.35
India,2002,27621,1083,42482.56,26.49
India,2004,27132,1083,35113,26.11
India,2004,27132,1083,35113,27.63
India,2004,27132,1083,35113,26.25
India,2004,27132,1083,35113,24.85
India,2004,27132,1083,35113,25.25
India,2004,27132,1083,35113,26.22
India,2004,27132,1083,35113,26.24
India,2004,27132,1083,35113,26.63
India,2004,27132,1083,35113,27.23
India,2004,27132,1083,35113,25.98
India,2004,27132,1083,35113,26.64
India,2004,27132,1083,35113,25.59
India,2004,27132,1083,35113,24.85
India,2004,27132,1083,35113,26.41
India,2004,27132,1083,35113,26.24
India,2004,27132,1083,35113,25.69
India,2004,27132,1083,35113,25.32
India,2004,27132,1083,35113,27.16
India,2004,27132,1083,35113,24.69
India,2004,27132,1083,35113,27.29
India,2004,27132,1083,35113,27.29
India,2004,27132,1083,35113,25.95
India,2005,26016,1083,35342,25.85
India,2005,26016,1083,35342,26.83
India,2005,26016,1083,35342,26.28
India,2005,26016,1083,35342,24.12
India,2005,26016,1083,35342,25.48
India,2005,26016,1083,35342,25.82
India,2005,26016,1083,35342,25.72
India,2005,26016,1083,35342,26.73
India,2005,26016,1083,35342,27.49
India,2005,26016,1083,35342,25.4
India,2005,26016,1083,35342,25.77
India,2005,26016,1083,35342,25.62
India,2005,26016,1083,35342,24.12
India,2005,26016,1083,35342,26.23
India,2005,26016,1083,35342,25.72
India,2005,26016,1083,35342,26.11
India,2005,26016,1083,35342,25.09
India,2005,26016,1083,35342,26.51
India,2005,26016,1083,35342,25.07
India,2005,26016,1083,35342,26.72
India,2005,26016,1083,35342,26.72
India,2005,26016,1083,35342,26.3
India,2006,26188,1083,37423,26.34
India,2006,26188,1083,37423,27.28
India,2006,26188,1083,37423,26.39
India,2006,26188,1083,37423,24.72
India,2006,26188,1083,37423,25.42
India,2006,26188,1083,37423,26.04
India,2006,26188,1083,37423,26.37
India,2006,26188,1083,37423,26.99
India,2006,26188,1083,37423,27.47
India,2006,26188,1083,37423,25.78
India,2006,26188,1083,37423,26.43
India,2006,26188,1083,37423,25.85
India,2006,26188,1083,37423,24.72
India,2006,26188,1083,37423,26.37
India,2006,26188,1083,37423,26.37
India,2006,26188,1083,37423,26.13
India,2006,26188,1083,37423,25.31
India,2006,26188,1083,37423,26.94
India,2006,26188,1083,37423,24.98
India,2006,26188,1083,37423,27.15
India,2006,26188,1083,37423,27.15
India,2006,26188,1083,37423,26.28
India,2007,27079,1083,27422.77,26
India,2007,27079,1083,27422.77,27.51
India,2007,27079,1083,27422.77,25.98
India,2007,27079,1083,27422.77,24.6
India,2007,27079,1083,27422.77,25.46
India,2007,27079,1083,27422.77,25.95
India,2007,27079,1083,27422.77,26.15
India,2007,27079,1083,27422.77,26.58
India,2007,27079,1083,27422.77,27.55
India,2007,27079,1083,27422.77,25.66
India,2007,27079,1083,27422.77,26.27
India,2007,27079,1083,27422.77,25.44
India,2007,27079,1083,27422.77,24.6
India,2007,27079,1083,27422.77,26.39
India,2007,27079,1083,27422.77,26.15
India,2007,27079,1083,27422.77,25.59
India,2007,27079,1083,27422.77,25.58
India,2007,27079,1083,27422.77,27.23
India,2007,27079,1083,27422.77,24.59
India,2007,27079,1083,27422.77,27.31
India,2007,27079,1083,27422.77,27.31
India,2007,27079,1083,27422.77,25.82
India,2008,28022,1083,14485.33,25.57
India,2008,28022,1083,14485.33,27.05
India,2008,28022,1083,14485.33,25.78
India,2008,28022,1083,14485.33,24.25
India,2008,28022,1083,14485.33,25.35
India,2008,28022,1083,14485.33,25.65
India,2008,28022,1083,14485.33,25.68
India,2008,28022,1083,14485.33,26.52
India,2008,28022,1083,14485.33,27.45
India,2008,28022,1083,14485.33,25.3
India,2008,28022,1083,14485.33,25.88
India,2008,28022,1083,14485.33,25.11
India,2008,28022,1083,14485.33,24.25
India,2008,28022,1083,14485.33,26.19
India,2008,28022,1083,14485.33,25.68
India,2008,28022,1083,14485.33,25.56
India,2008,28022,1083,14485.33,25.23
India,2008,28022,1083,14485.33,26.51
India,2008,28022,1083,14485.33,24.51
India,2008,28022,1083,14485.33,26.83
India,2008,28022,1083,14485.33,26.83
India,2008,28022,1083,14485.33,25.66
India,2009,29071,1083,28707.01,26.55
India,2009,29071,1083,28707.01,28.1
India,2009,29071,1083,28707.01,26.76
India,2009,29071,1083,28707.01,24.87
India,2009,29071,1083,28707.01,25.73
India,2009,29071,1083,28707.01,26.68
India,2009,29071,1083,28707.01,26.55
India,2009,29071,1083,28707.01,27.15
India,2009,29071,1083,28707.01,28.03
India,2009,29071,1083,28707.01,26.41
India,2009,29071,1083,28707.01,26.92
India,2009,29071,1083,28707.01,25.99
India,2009,29071,1083,28707.01,24.87
India,2009,29071,1083,28707.01,27.14
India,2009,29071,1083,28707.01,26.55
India,2009,29071,1083,28707.01,26.31
India,2009,29071,1083,28707.01,25.87
India,2009,29071,1083,28707.01,27.43
India,2009,29071,1083,28707.01,25.38
India,2009,29071,1083,28707.01,27.82
India,2009,29071,1083,28707.01,27.82
India,2009,29071,1083,28707.01,26.55
India,2010,28395,1083,40093.69,26.51
India,2010,28395,1083,40093.69,28.02
India,2010,28395,1083,40093.69,26.81
India,2010,28395,1083,40093.69,24.98
India,2010,28395,1083,40093.69,25.71
India,2010,28395,1083,40093.69,26.61
India,2010,28395,1083,40093.69,26.52
India,2010,28395,1083,40093.69,27.29
India,2010,28395,1083,40093.69,27.69
India,2010,28395,1083,40093.69,26.31
India,2010,28395,1083,40093.69,26.82
India,2010,28395,1083,40093.69,26.02
India,2010,28395,1083,40093.69,24.98
India,2010,28395,1083,40093.69,26.93
India,2010,28395,1083,40093.69,26.52
India,2010,28395,1083,40093.69,26.54
India,2010,28395,1083,40093.69,25.75
India,2010,28395,1083,40093.69,27.16
India,2010,28395,1083,40093.69,25.54
India,2010,28395,1083,40093.69,27.68
India,2010,28395,1083,40093.69,27.68
India,2010,28395,1083,40093.69,26.67
India,2011,29886,1083,55540,25.53
India,2011,29886,1083,55540,27.29
India,2011,29886,1083,55540,25.81
India,2011,29886,1083,55540,24.35
India,2011,29886,1083,55540,25.36
India,2011,29886,1083,55540,25.72
India,2011,29886,1083,55540,25.63
India,2011,29886,1083,55540,26.41
India,2011,29886,1083,55540,27.41
India,2011,29886,1083,55540,25.45
India,2011,29886,1083,55540,25.92
India,2011,29886,1083,55540,25.06
India,2011,29886,1083,55540,24.35
India,2011,29886,1083,55540,26
India,2011,29886,1083,55540,25.63
India,2011,29886,1083,55540,25.48
India,2011,29886,1083,55540,25.16
India,2011,29886,1083,55540,26.84
India,2011,29886,1083,55540,24.5
India,2011,29886,1083,55540,27.02
India,2011,29886,1083,55540,27.02
India,2011,29886,1083,55540,25.64
India,2012,31775,1083,52980,25.86
India,2012,31775,1083,52980,27.03
India,2012,31775,1083,52980,26.21
India,2012,31775,1083,52980,24.37
India,2012,31775,1083,52980,26.04
India,2012,31775,1083,52980,25.82
India,2012,31775,1083,52980,25.89
India,2012,31775,1083,52980,26.94
India,2012,31775,1083,52980,28.02
India,2012,31775,1083,52980,25.39
India,2012,31775,1083,52980,25.88
India,2012,31775,1083,52980,25.45
India,2012,31775,1083,52980,24.37
India,2012,31775,1083,52980,26.33
India,2012,31775,1083,52980,25.89
India,2012,31775,1083,52980,25.98
India,2012,31775,1083,52980,25.3
India,2012,31775,1083,52980,26.65
India,2012,31775,1083,52980,25.09
India,2012,31775,1083,52980,26.89
India,2012,31775,1083,52980,26.89
India,2012,31775,1083,52980,26.09
India,2013,31538,1083,45620,26.69
India,2013,31538,1083,45620,27.61
India,2013,31538,1083,45620,27.1
India,2013,31538,1083,45620,25.44
India,2013,31538,1083,45620,26.61
India,2013,31538,1083,45620,26.37
India,2013,31538,1083,45620,26.71
India,2013,31538,1083,45620,27.37
India,2013,31538,1083,45620,28.85
India,2013,31538,1083,45620,25.94
India,2013,31538,1083,45620,26.84
India,2013,31538,1083,45620,26.12
India,2013,31538,1083,45620,25.44
India,2013,31538,1083,45620,27.11
India,2013,31538,1083,45620,26.71
India,2013,31538,1083,45620,26.79
India,2013,31538,1083,45620,25.85
India,2013,31538,1083,45620,27.14
India,2013,31538,1083,45620,25.98
India,2013,31538,1083,45620,27.44
India,2013,31538,1083,45620,27.44
India,2013,31538,1083,45620,26.99
Iraq,1990,10129,216,692,23.41
Iraq,1990,10129,216,692,19.76
Iraq,1991,8056,216,692,23.21
Iraq,1991,8056,216,692,19.68
Iraq,1992,5999,216,692,21.52
Iraq,1992,5999,216,692,17.76
Iraq,1993,5897,216,692,22.86
Iraq,1993,5897,216,692,18.75
Iraq,1994,7431,216,692,23.47
Iraq,1994,7431,216,692,20.02
Iraq,1995,8052,216,816,23.32
Iraq,1995,8052,216,816,19.86
Iraq,1996,8667,216,616,23.96
Iraq,1996,8667,216,616,20.13
Iraq,1997,7566,216,848,22.74
Iraq,1997,7566,216,848,19.23
Iraq,1998,8071,216,755,24.33
Iraq,1998,8071,216,755,20.65
Iraq,1999,6154,216,508,24.42
Iraq,1999,6154,216,508,20.85
Iraq,2000,3200,216,548,23.9
Iraq,2000,3200,216,548,20.28
Iraq,2001,7405,216,837.47,24.45
Iraq,2001,7405,216,837.47,20.8
Iraq,2002,15703,216,878.68,23.76
Iraq,2002,15703,216,878.68,20.1
Iraq,2004,11898,216,828.62,23.72
Iraq,2004,11898,216,828.62,20
Iraq,2005,8738,216,873.01,23.58
Iraq,2005,8738,216,873.01,19.96
Iraq,2006,13783,216,824.14,23.82
Iraq,2006,13783,216,824.14,20.12
Iraq,2007,14031,216,1062.61,23.92
Iraq,2007,14031,216,1062.61,20.12
Iraq,2008,13678,216,1245.94,24.09
Iraq,2008,13678,216,1245.94,20.46
Iraq,2009,18756,216,1429.27,23.87
Iraq,2009,18756,216,1429.27,20.26
Iraq,2010,19872,216,1612.61,25.49
Iraq,2010,19872,216,1612.61,21.97
Iraq,2011,19552,216,1795.94,23.44
Iraq,2011,19552,216,1795.94,19.78
Iraq,2012,24181,216,1979.27,24.34
Iraq,2012,24181,216,1979.27,20.7
Iraq,2013,23068,216,2162.6,25.14
Iraq,2013,23068,216,2162.6,21.77
Ireland,1990,85307,1118,2014,9.59
Ireland,1991,78646,1118,2014,9.07
Ireland,1992,78808,1118,2014,9.07
Ireland,1993,68056,1118,2014,8.85
Ireland,1994,77193,1118,2014,9.13
Ireland,1995,82461,1118,2152,9.75
Ireland,1996,89965,1118,1577,8.85
Ireland,1997,77210,1118,2201,9.95
Ireland,1998,80310,1118,2257,9.71
Ireland,1999,87665,1118,1930,9.75
Ireland,2000,94538,1118,1942.21,9.43
Ireland,2001,90601,1118,2333.67,9.27
Ireland,2002,84440,1118,2614.27,9.75
Ireland,2004,99241,1118,2978.49,9.77
Ireland,2005,84317,1118,2624.89,9.91
Ireland,2006,91543,1118,2766.64,10
Ireland,2007,84626,1118,3083.02,10.11
Ireland,2008,89684,1118,2790.17,9.42
Ireland,2009,81669,1118,2268.1,9.47
Ireland,2010,86015,1118,2529.2,8.38
Ireland,2011,98641,1118,3664.3,9.76
Ireland,2012,72235,1118,2925.1,9.28
Ireland,2013,89983,1118,2950.8,9.28
Italy,1990,29243,832,100596.4,7.97
Italy,1990,29243,832,100596.4,12.83
Italy,1991,35094,832,88916.6,7.28
Italy,1991,35094,832,88916.6,12.05
Italy,1992,35506,832,88227.6,7.76
Italy,1992,35506,832,88227.6,12.89
Italy,1993,35533,832,89282.2,7.43
Italy,1993,35533,832,89282.2,12.71
Italy,1994,34796,832,81217.6,8.39
Italy,1994,34796,832,81217.6,13.53
Italy,1995,32013,832,84153,7.43
Italy,1995,32013,832,84153,12.47
Italy,1996,33170,832,74617.2,7.06
Italy,1996,33170,832,74617.2,12.28
Italy,1997,28563,832,84799,8.18
Italy,1997,28563,832,84799,13.13
Italy,1998,35818,832,84117,7.77
Italy,1998,35818,832,84117,12.96
Italy,1999,32434,832,81583,7.64
Italy,1999,32434,832,81583,12.95
Italy,2000,32133,832,79447,8.13
Italy,2000,32133,832,79447,13.42
Italy,2001,28013,832,75978,7.83
Italy,2001,28013,832,75978,13.23
Italy,2002,31247,832,94211,8.15
Italy,2002,31247,832,94211,13.14
Italy,2004,36698,832,83810,7.74
Italy,2004,36698,832,83810,12.75
Italy,2005,36352,832,84647,7.33
Italy,2005,36352,832,84647,12.16
Italy,2006,37295,832,74349,8.15
Italy,2006,37295,832,74349,12.87
Italy,2007,34137,832,80454,8.4
Italy,2007,34137,832,80454,13.32
Italy,2008,38689,832,79643,7.91
Italy,2008,38689,832,79643,13.01
Italy,2009,35859,832,74172,8.11
Italy,2009,35859,832,74172,13.28
Italy,2010,37421,832,71613,7.05
Italy,2010,37421,832,71613,12.63
Italy,2011,38335,832,70690,8.68
Italy,2011,38335,832,70690,13.46
Italy,2012,41293,832,61889,8.05
Italy,2012,41293,832,61889,13.45
Italy,2013,38441,832,55633,8.04
Italy,2013,38441,832,55633,13.6
Japan,1990,36540,1668,79821.18,16.4
Japan,1990,36540,1668,79821.18,14.14
Japan,1990,36540,1668,79821.18,16.46
Japan,1990,36540,1668,79821.18,16.12
Japan,1990,36540,1668,79821.18,16.17
Japan,1990,36540,1668,79821.18,14.14
Japan,1991,31797,1668,79821.18,15.6
Japan,1991,31797,1668,79821.18,13.32
Japan,1991,31797,1668,79821.18,15.43
Japan,1991,31797,1668,79821.18,15.38
Japan,1991,31797,1668,79821.18,15.49
Japan,1991,31797,1668,79821.18,13.32
Japan,1992,35371,1668,79821.18,15.63
Japan,1992,35371,1668,79821.18,12.94
Japan,1992,35371,1668,79821.18,15.68
Japan,1992,35371,1668,79821.18,15.21
Japan,1992,35371,1668,79821.18,15.26
Japan,1992,35371,1668,79821.18,12.94
Japan,1993,34739,1668,79821.18,14.93
Japan,1993,34739,1668,79821.18,12.49
Japan,1993,34739,1668,79821.18,14.99
Japan,1993,34739,1668,79821.18,14.68
Japan,1993,34739,1668,79821.18,14.72
Japan,1993,34739,1668,79821.18,12.49
Japan,1994,37182,1668,79821.18,16.33
Japan,1994,37182,1668,79821.18,13.78
Japan,1994,37182,1668,79821.18,16.41
Japan,1994,37182,1668,79821.18,16.06
Japan,1994,37182,1668,79821.18,16.07
Japan,1994,37182,1668,79821.18,13.78
Japan,1995,29319,1668,79821.18,15.25
Japan,1995,29319,1668,79821.18,12.98
Japan,1995,29319,1668,79821.18,15.32
Japan,1995,29319,1668,79821.18,14.83
Japan,1995,29319,1668,79821.18,14.97
Japan,1995,29319,1668,79821.18,12.98
Japan,1996,30164,1668,79821.18,15.2
Japan,1996,30164,1668,79821.18,12.61
Japan,1996,30164,1668,79821.18,15.32
Japan,1996,30164,1668,79821.18,14.79
Japan,1996,30164,1668,79821.18,14.8
Japan,1996,30164,1668,79821.18,12.61
Japan,1997,36387,1668,79821.18,15.76
Japan,1997,36387,1668,79821.18,13.43
Japan,1997,36387,1668,79821.18,15.89
Japan,1997,36387,1668,79821.18,15.37
