hotel,week_no,no_of_days,adults,reserved_room_type,daily_rate
City Hotel,91,4,1,F,231.5
City Hotel,91,5,2,E,170.63
City Hotel,91,5,2,A,85
City Hotel,91,6,3,F,150.02
City Hotel,91,7,2,F,234.71
City Hotel,91,14,1,F,236.14
City Hotel,91,1,2,A,118.15
City Hotel,91,1,2,A,118.15
City Hotel,91,1,2,D,164
City Hotel,91,1,2,A,118.15
City Hotel,91,1,2,A,118.15
City Hotel,91,1,2,A,118.15
City Hotel,91,1,3,A,136
City Hotel,91,1,2,A,118.15
City Hotel,91,1,1,A,118.15
City Hotel,91,2,2,A,134
City Hotel,91,2,1,A,130.5
City Hotel,91,3,2,A,110
City Hotel,91,3,2,A,110
City Hotel,91,3,1,A,100
City Hotel,91,2,2,A,112.59
City Hotel,91,3,2,A,110
City Hotel,91,3,2,A,110
City Hotel,91,3,2,A,110
City Hotel,91,3,2,A,110
City Hotel,91,3,2,A,110
City Hotel,91,3,2,A,110
City Hotel,91,3,2,A,110
City Hotel,91,3,2,A,110
City Hotel,91,3,2,A,110
City Hotel,91,3,1,A,100
City Hotel,91,3,2,A,110
City Hotel,91,3,2,A,110
City Hotel,91,3,2,A,110
City Hotel,91,3,2,A,110
City Hotel,91,3,2,A,110
City Hotel,91,3,2,A,110
City Hotel,91,3,1,A,122
City Hotel,91,3,1,E,106
City Hotel,91,3,2,A,110
City Hotel,91,3,2,A,110
City Hotel,91,3,1,A,100
City Hotel,91,3,2,A,110
City Hotel,91,3,2,A,110
City Hotel,91,3,2,A,110
City Hotel,91,3,2,A,110
City Hotel,91,3,2,A,110
City Hotel,91,3,1,A,100
City Hotel,91,3,2,A,110
City Hotel,91,3,2,A,110
City Hotel,91,3,1,A,100
City Hotel,91,3,2,A,110
City Hotel,91,3,2,A,110
City Hotel,91,3,1,A,100
City Hotel,91,3,2,A,110
City Hotel,91,3,2,A,110
City Hotel,91,3,2,A,110
City Hotel,91,3,2,A,110
City Hotel,91,4,2,D,192.6
City Hotel,91,4,2,D,140.4
City Hotel,91,4,2,F,234
City Hotel,91,4,2,D,149.4
City Hotel,91,4,2,D,149.4
City Hotel,91,4,1,D,110
City Hotel,91,7,2,A,73.37
City Hotel,91,8,2,A,119.85
City Hotel,91,9,2,A,116.1
City Hotel,91,7,1,A,118.8
City Hotel,91,7,2,A,129.86
City Hotel,91,1,1,A,143
City Hotel,91,1,1,A,129
City Hotel,91,1,2,A,190
City Hotel,91,1,1,A,143
City Hotel,91,1,1,A,129
City Hotel,91,1,1,A,129
City Hotel,91,2,2,A,80.75
City Hotel,91,3,3,D,168.3
City Hotel,91,3,3,D,168.3
City Hotel,91,3,3,G,243.9
City Hotel,91,3,3,D,168.3
City Hotel,91,3,2,F,207.9
City Hotel,91,3,2,F,207.9
City Hotel,91,6,2,D,143.1
City Hotel,91,6,2,D,143.1
City Hotel,91,6,3,D,159.3
City Hotel,91,6,2,D,143.1
City Hotel,91,6,2,D,143.1
City Hotel,91,6,3,A,150.45
City Hotel,91,6,2,A,135.9
City Hotel,91,6,2,D,143.1
City Hotel,91,6,3,D,162
City Hotel,91,6,3,D,162
City Hotel,91,6,2,D,143.1
City Hotel,91,6,2,D,143.1
City Hotel,91,6,3,D,162
City Hotel,91,6,3,D,162
City Hotel,91,6,3,A,150.45
City Hotel,91,6,2,D,143.1
City Hotel,91,6,2,A,129.6
City Hotel,91,6,2,D,143.1
City Hotel,91,6,3,D,162
City Hotel,91,3,1,D,110
City Hotel,91,3,3,D,168.3
City Hotel,91,3,2,A,160
City Hotel,91,3,2,D,149.4
City Hotel,91,3,2,F,212.1
City Hotel,91,3,2,D,143.1
City Hotel,91,4,2,A,109.65
City Hotel,91,4,2,D,122.83
City Hotel,91,4,2,A,126.9
City Hotel,91,7,2,A,80.75
City Hotel,91,7,2,F,177.3
City Hotel,91,10,2,A,129.54
City Hotel,91,1,1,A,169
City Hotel,91,1,1,A,75
City Hotel,91,1,2,A,85.5
City Hotel,91,1,1,A,75
City Hotel,91,3,0,B,127.38
City Hotel,91,3,2,B,127.38
City Hotel,91,3,1,A,95
City Hotel,91,4,2,A,85
City Hotel,91,4,2,A,85
City Hotel,91,4,2,A,85
City Hotel,91,5,2,D,144.9
City Hotel,91,5,1,D,143.1
City Hotel,91,5,2,A,129.6
City Hotel,91,5,2,A,129.6
City Hotel,91,5,2,D,149.4
City Hotel,91,6,2,D,143.1
City Hotel,91,1,1,A,59
City Hotel,91,1,1,D,184
City Hotel,91,1,1,A,59
City Hotel,91,1,1,D,184
City Hotel,91,2,2,A,62
City Hotel,91,2,2,A,62
City Hotel,91,2,2,A,62
City Hotel,91,2,2,A,62
City Hotel,91,2,2,A,62
City Hotel,91,2,2,A,62
City Hotel,91,2,2,A,62
City Hotel,91,2,2,A,62
City Hotel,91,2,2,A,62
City Hotel,91,2,2,A,62
City Hotel,91,2,2,A,62
City Hotel,91,2,2,A,62
City Hotel,91,2,2,A,62
City Hotel,91,2,2,A,62
City Hotel,91,2,2,A,62
City Hotel,91,2,2,A,62
City Hotel,91,2,2,A,62
City Hotel,91,2,2,A,62
City Hotel,91,2,2,A,62
City Hotel,91,2,2,A,62
City Hotel,91,1,2,A,89
City Hotel,91,1,1,D,184
City Hotel,91,1,1,D,150.15
City Hotel,91,2,2,A,62
City Hotel,91,2,2,A,62
City Hotel,91,2,2,A,62
City Hotel,91,2,2,A,62
City Hotel,91,2,2,A,62
City Hotel,91,2,2,A,62
City Hotel,91,2,2,A,62
City Hotel,91,2,2,A,62
City Hotel,91,2,2,A,62
City Hotel,91,2,2,A,62
City Hotel,91,3,2,A,95
City Hotel,91,2,3,D,168.3
City Hotel,91,3,3,D,159.3
City Hotel,91,3,2,A,113.4
City Hotel,91,3,2,A,113.4
City Hotel,91,3,2,A,95
City Hotel,91,3,2,A,95
City Hotel,91,3,3,D,159.3
City Hotel,91,3,2,A,95
City Hotel,91,3,3,D,159.3
City Hotel,91,3,2,A,113.4
City Hotel,91,3,1,A,85
City Hotel,91,3,2,A,113.4
City Hotel,91,3,2,A,95
City Hotel,91,3,2,A,113.4
City Hotel,91,3,2,A,95
City Hotel,91,3,2,A,95
City Hotel,91,3,3,D,159.3
City Hotel,91,4,2,A,129.6
City Hotel,91,4,2,A,95
City Hotel,91,4,2,A,119.85
City Hotel,91,4,2,F,220.73
City Hotel,91,4,2,A,141.5
City Hotel,91,4,2,A,118.8
City Hotel,91,4,3,D,213.3
City Hotel,91,4,2,A,129.6
City Hotel,91,4,2,D,149.4
City Hotel,91,5,2,D,137.28
City Hotel,91,6,2,A,108.8
City Hotel,91,7,2,A,107.59
City Hotel,91,1,1,A,159
City Hotel,91,1,3,D,159.3
City Hotel,91,1,2,A,126.9
City Hotel,91,2,2,A,65
City Hotel,91,2,2,A,65
City Hotel,91,2,2,A,118
City Hotel,91,2,3,A,125.4
City Hotel,91,2,2,A,95.4
City Hotel,91,2,2,A,65
City Hotel,91,2,2,A,65
City Hotel,91,2,2,A,65
City Hotel,91,2,2,A,120
City Hotel,91,2,2,D,149.4
City Hotel,91,2,2,A,95.4
City Hotel,91,2,2,A,126.9
City Hotel,91,2,2,A,95.4
City Hotel,91,2,2,A,65
City Hotel,91,2,2,A,65
City Hotel,91,2,2,A,65
City Hotel,91,2,2,A,65
City Hotel,91,2,1,A,120
City Hotel,91,2,1,A,149
City Hotel,91,2,2,A,65
City Hotel,91,2,2,A,65
City Hotel,91,2,2,A,120
City Hotel,91,2,3,D,168.3
City Hotel,91,2,2,A,65
City Hotel,91,2,2,A,65
City Hotel,91,2,2,A,95.4
City Hotel,91,2,2,A,95.4
City Hotel,91,2,2,A,65
City Hotel,91,2,2,A,65
City Hotel,91,2,2,A,65
City Hotel,91,2,2,A,65
City Hotel,91,2,2,A,95.4
City Hotel,91,2,1,A,119.7
City Hotel,91,2,2,A,65
City Hotel,91,3,2,A,159
City Hotel,91,3,2,A,154.5
City Hotel,91,3,2,A,118.2
City Hotel,91,3,2,F,210.03
City Hotel,91,3,2,A,134.1
City Hotel,91,5,2,A,132.77
City Hotel,91,5,2,A,132.77
City Hotel,91,1,2,D,157.5
City Hotel,91,2,2,D,143.55
City Hotel,91,2,3,D,168.3
City Hotel,91,2,2,A,96
City Hotel,91,2,2,A,96
City Hotel,91,2,2,A,96
City Hotel,91,2,2,A,96
City Hotel,91,2,2,A,96
City Hotel,91,2,2,A,96
City Hotel,91,2,2,A,96
City Hotel,91,1,2,A,180
City Hotel,91,2,2,F,259
City Hotel,91,2,3,D,168.3
City Hotel,91,2,2,A,96
City Hotel,91,2,2,A,96
City Hotel,91,2,2,A,96
City Hotel,91,2,2,A,96
City Hotel,91,2,2,A,96
City Hotel,91,2,2,A,96
City Hotel,91,1,2,A,149
City Hotel,91,2,2,A,96
City Hotel,91,2,2,A,96
City Hotel,91,2,2,A,96
City Hotel,91,2,2,A,96
City Hotel,91,2,2,A,135.9
City Hotel,91,2,2,A,96
City Hotel,91,2,2,A,96
City Hotel,91,2,2,A,96
City Hotel,91,2,3,D,168.3
City Hotel,91,2,2,F,202.05
City Hotel,91,2,3,D,168.3
City Hotel,91,3,2,F,207.9
City Hotel,91,3,2,A,129
City Hotel,91,3,2,F,207.9
City Hotel,91,3,2,F,197.7
City Hotel,91,4,2,D,161.5
City Hotel,91,4,2,F,195.53
City Hotel,91,4,2,A,117.2
City Hotel,91,4,3,A,146.2
City Hotel,91,4,2,D,149.4
City Hotel,91,5,2,D,143.1
City Hotel,91,5,2,D,139.14
City Hotel,91,6,2,A,145.8
City Hotel,91,6,2,A,145.8
City Hotel,91,7,2,D,146.96
City Hotel,91,7,2,A,129.6
City Hotel,91,7,2,D,146.96
City Hotel,92,1,2,A,119
City Hotel,92,1,1,A,90
City Hotel,92,1,1,A,129.7
City Hotel,92,1,2,A,129
City Hotel,92,2,2,A,89.1
City Hotel,92,2,2,A,104.64
City Hotel,92,2,2,A,149
City Hotel,92,2,2,A,89.1
City Hotel,92,2,2,A,135.9
City Hotel,92,2,2,D,164
City Hotel,92,2,2,A,149
City Hotel,92,2,2,F,201.6
City Hotel,92,3,2,A,152.1
City Hotel,92,3,3,A,127.33
City Hotel,92,3,2,A,116.1
City Hotel,92,3,3,A,127.33
City Hotel,92,3,3,D,162
City Hotel,92,3,2,D,149.4
City Hotel,92,3,2,A,125.1
City Hotel,92,4,2,A,119
City Hotel,92,4,2,D,149.4
City Hotel,92,6,2,D,127.2
City Hotel,92,8,2,D,140.4
City Hotel,92,8,2,F,251.5
City Hotel,92,1,2,A,99
City Hotel,92,1,2,A,119
City Hotel,92,1,1,A,98.1
City Hotel,92,1,2,A,129
City Hotel,92,1,1,A,81
City Hotel,92,1,1,A,99
City Hotel,92,1,1,A,98.1
City Hotel,92,1,2,D,164
City Hotel,92,1,2,A,125.1
City Hotel,92,1,2,A,99
City Hotel,92,2,2,A,135.9
City Hotel,92,2,2,A,111.2
City Hotel,92,2,2,A,107.1
City Hotel,92,2,3,D,149.4
City Hotel,92,2,2,A,107.1
City Hotel,92,2,1,A,98.1
City Hotel,92,2,3,A,140.2
City Hotel,92,2,2,A,107.1
City Hotel,92,2,2,A,107.1
City Hotel,92,2,2,A,152.1
City Hotel,92,2,2,A,107.1
City Hotel,92,2,2,A,107.1
City Hotel,92,3,2,A,105
City Hotel,92,3,2,A,105
City Hotel,92,3,2,A,105
City Hotel,92,3,2,A,107
City Hotel,92,3,2,A,107
City Hotel,92,3,2,A,107
City Hotel,92,3,2,A,107
City Hotel,92,3,2,A,75
City Hotel,92,3,2,A,75
City Hotel,92,3,2,A,107
City Hotel,92,3,2,A,107
City Hotel,92,3,2,A,75
City Hotel,92,3,2,A,107
City Hotel,92,3,2,A,107
City Hotel,92,3,2,A,107
City Hotel,92,3,2,A,75
City Hotel,92,3,2,A,75
City Hotel,92,3,2,A,75
City Hotel,92,3,2,A,75
City Hotel,92,3,2,A,105
City Hotel,92,3,2,A,105
City Hotel,92,3,1,E,106
City Hotel,92,3,2,A,105
City Hotel,92,3,2,A,107
City Hotel,92,3,2,A,107
City Hotel,92,3,2,A,75
City Hotel,92,3,2,A,75
City Hotel,92,3,2,A,105
City Hotel,92,3,2,A,107
City Hotel,92,3,2,A,107
City Hotel,92,3,2,A,107
City Hotel,92,3,2,A,75
City Hotel,92,3,2,A,75
City Hotel,92,3,2,A,105
City Hotel,92,3,2,A,107
City Hotel,92,3,2,A,107
City Hotel,92,3,2,A,107
City Hotel,92,3,2,A,75
City Hotel,92,3,2,A,75
City Hotel,92,3,2,A,107
City Hotel,92,3,2,A,107
City Hotel,92,3,2,A,107
City Hotel,92,3,2,A,75
City Hotel,92,3,2,A,105
City Hotel,92,3,2,A,105
City Hotel,92,2,2,A,133.2
City Hotel,92,2,2,A,135.9
City Hotel,92,2,1,A,98.1
City Hotel,92,2,2,A,112.59
City Hotel,92,3,2,A,107
City Hotel,92,3,2,A,107
City Hotel,92,3,2,A,75
City Hotel,92,3,2,A,75
City Hotel,92,3,2,A,75
City Hotel,92,3,2,A,75
City Hotel,92,3,2,A,105
City Hotel,92,3,2,A,107
City Hotel,92,3,2,A,107
City Hotel,92,3,2,A,107
City Hotel,92,3,2,A,75
City Hotel,92,3,2,A,75
City Hotel,92,3,2,A,107
City Hotel,92,3,2,A,105
City Hotel,92,3,2,D,156.6
City Hotel,92,3,2,A,107
City Hotel,92,3,2,A,105
City Hotel,92,3,2,A,105
City Hotel,92,3,2,A,75
City Hotel,92,3,2,A,107
City Hotel,92,3,2,A,107
City Hotel,92,3,2,A,75
City Hotel,92,3,2,A,75
City Hotel,92,3,2,A,107
City Hotel,92,3,2,A,107
City Hotel,92,3,1,A,86
City Hotel,92,3,2,A,75
City Hotel,92,3,2,A,75
City Hotel,92,3,2,A,105
City Hotel,92,3,2,A,105
City Hotel,92,3,2,A,105
City Hotel,92,3,2,A,135.9
City Hotel,92,3,2,A,105
City Hotel,92,3,2,A,107
City Hotel,92,3,2,A,105
City Hotel,92,3,2,A,107
City Hotel,92,3,2,A,107
City Hotel,92,3,2,A,75
City Hotel,92,3,2,A,75
City Hotel,92,3,2,A,105
City Hotel,92,4,2,A,95
City Hotel,92,4,2,A,95
City Hotel,92,4,2,A,95
City Hotel,92,4,2,A,95
City Hotel,92,4,2,A,95
City Hotel,92,4,2,A,95
City Hotel,92,4,2,A,119
City Hotel,92,4,2,A,119
City Hotel,92,4,1,A,106.4
City Hotel,92,4,2,A,95
City Hotel,92,4,2,A,95
City Hotel,92,4,2,D,164
City Hotel,92,4,2,A,95
City Hotel,92,4,2,A,95
City Hotel,92,4,2,D,131.2
City Hotel,92,4,2,A,119.85
City Hotel,92,4,2,A,95
City Hotel,92,4,2,A,95
City Hotel,92,4,2,A,95
City Hotel,92,4,2,A,95
City Hotel,92,4,2,A,139
City Hotel,92,4,2,A,95
City Hotel,92,4,2,A,95
City Hotel,92,4,2,A,95
City Hotel,92,4,2,A,95
City Hotel,92,4,2,D,154
City Hotel,92,4,2,A,95
City Hotel,92,4,2,A,95
City Hotel,92,13,2,E,191.31
City Hotel,92,13,2,E,193.92
City Hotel,92,1,1,A,85
City Hotel,92,1,2,A,75
City Hotel,92,2,2,A,129
City Hotel,92,2,2,D,149.4
City Hotel,92,2,2,D,149.4
City Hotel,92,2,2,D,154
City Hotel,92,2,2,A,136.89
City Hotel,92,2,2,D,115.2
City Hotel,92,2,2,D,149.4
City Hotel,92,2,2,D,154
City Hotel,92,2,2,A,188
City Hotel,92,3,2,A,116.1
City Hotel,92,3,2,A,103.46
City Hotel,92,3,2,A,122.31
City Hotel,92,3,2,D,177.3
City Hotel,92,3,2,A,135.9
City Hotel,92,3,1,A,115.23
City Hotel,92,3,3,D,168.3
City Hotel,92,4,2,F,226.5
City Hotel,92,4,2,D,128.99
City Hotel,92,4,2,D,130.61
City Hotel,92,4,2,F,226.5
City Hotel,92,8,2,A,111.35
City Hotel,92,1,1,A,129
City Hotel,92,1,1,A,85
City Hotel,92,2,2,A,97.71
City Hotel,92,2,2,A,112.59
City Hotel,92,2,1,A,94.25
City Hotel,92,2,2,D,154
City Hotel,92,2,2,A,97.71
City Hotel,92,3,2,A,75
City Hotel,92,3,2,A,75
City Hotel,92,3,2,A,75
City Hotel,92,3,2,A,75
City Hotel,92,3,2,A,126.9
City Hotel,92,3,2,A,75
City Hotel,92,3,2,A,75
City Hotel,92,3,2,A,95
City Hotel,92,4,2,A,100
City Hotel,92,4,2,A,119.85
City Hotel,92,4,2,A,115.6
City Hotel,92,4,2,D,126.36
City Hotel,92,4,2,A,100
City Hotel,92,4,2,A,100
City Hotel,92,5,3,G,169.52
City Hotel,92,4,2,A,100
City Hotel,92,5,1,G,279.2
City Hotel,92,5,2,F,187.28
City Hotel,92,1,1,A,169
City Hotel,92,1,1,A,118.09
City Hotel,92,1,1,A,59
City Hotel,92,1,2,A,106.2
City Hotel,92,1,2,A,106.2
City Hotel,92,1,2,A,125.1
City Hotel,92,1,2,A,106.2
City Hotel,92,1,1,A,59
City Hotel,92,1,2,A,139
City Hotel,92,1,2,E,105
City Hotel,92,2,2,A,62
City Hotel,92,2,2,A,62
City Hotel,92,2,2,D,174
City Hotel,92,2,2,F,234
City Hotel,92,2,2,A,62
City Hotel,92,2,2,A,62
City Hotel,92,2,2,A,62
City Hotel,92,2,2,A,62
City Hotel,92,2,2,A,62
City Hotel,92,2,2,A,62
City Hotel,92,2,2,A,62
City Hotel,92,2,2,A,62
City Hotel,92,2,2,A,62
City Hotel,92,2,2,A,62
City Hotel,92,2,2,A,62
City Hotel,92,2,2,A,62
City Hotel,92,2,2,A,62
City Hotel,92,2,2,A,62
City Hotel,92,2,2,A,62
City Hotel,92,2,2,A,62
City Hotel,92,2,2,A,62
City Hotel,92,2,2,A,62
City Hotel,92,2,2,A,62
City Hotel,92,2,2,A,62
City Hotel,92,2,2,A,62
City Hotel,92,2,2,A,62
City Hotel,92,2,2,A,62
City Hotel,92,3,2,D,139.5
City Hotel,92,3,2,D,139.5
City Hotel,92,2,2,D,132.84
City Hotel,92,2,2,A,62
City Hotel,92,2,2,A,62
City Hotel,92,2,2,A,62
City Hotel,92,2,2,A,62
City Hotel,92,2,2,A,62
City Hotel,92,3,2,A,120.9
City Hotel,92,3,2,A,106.2
City Hotel,92,3,2,D,139.5
City Hotel,92,3,2,D,139.5
City Hotel,92,3,2,A,106.2
City Hotel,92,3,1,A,115.5
City Hotel,92,3,2,D,139.5
City Hotel,92,3,2,D,139.5
City Hotel,92,3,1,A,100.8
City Hotel,92,4,2,D,131.4
City Hotel,92,4,2,A,100.3
City Hotel,92,4,2,D,131.4
City Hotel,92,4,1,A,131
City Hotel,92,4,2,D,108.8
City Hotel,92,4,2,D,137.7
City Hotel,92,4,2,A,100.3
City Hotel,92,4,2,A,100.3
City Hotel,92,4,2,A,101.15
City Hotel,92,4,2,D,137.7
City Hotel,92,4,1,A,111.35
City Hotel,92,4,2,A,100.3
City Hotel,92,4,2,A,100.3
City Hotel,92,6,2,A,100.3
City Hotel,92,6,2,A,100.3
City Hotel,92,6,2,A,100.3
City Hotel,92,6,2,A,100.3
City Hotel,92,6,2,A,100.3
City Hotel,92,7,2,A,114.04
City Hotel,92,7,2,A,114.04
City Hotel,92,1,1,D,195
City Hotel,92,1,1,D,110
City Hotel,92,1,2,D,132.3
City Hotel,92,1,1,D,195
City Hotel,92,1,1,D,110
City Hotel,92,1,1,D,195
City Hotel,92,1,1,D,110
City Hotel,92,2,2,A,95
City Hotel,92,2,2,D,140.4
City Hotel,92,2,2,A,117.9
City Hotel,92,2,3,D,159.3
City Hotel,92,2,2,D,140.4
City Hotel,92,2,2,F,224.1
City Hotel,92,2,2,F,216.45
City Hotel,92,2,2,A,117.9
City Hotel,92,2,2,D,140.4
City Hotel,92,3,2,A,160
City Hotel,92,3,2,A,160
City Hotel,92,3,2,A,106.2
City Hotel,92,3,2,A,95
City Hotel,92,3,2,A,95
City Hotel,92,3,2,A,120
City Hotel,92,2,1,A,110
City Hotel,92,3,2,A,120
City Hotel,92,3,2,A,120
City Hotel,92,3,2,A,95
City Hotel,92,3,2,A,80
City Hotel,92,3,2,A,95
City Hotel,92,3,2,A,95
City Hotel,92,3,2,A,120
City Hotel,92,3,2,A,120
City Hotel,92,3,2,D,135.9
City Hotel,92,3,3,D,154.8
City Hotel,92,3,2,A,160
City Hotel,92,3,2,A,160
City Hotel,92,3,2,A,160
City Hotel,92,3,2,A,95.4
City Hotel,92,3,2,A,95.4
City Hotel,92,3,2,A,160
City Hotel,92,3,2,A,160
City Hotel,92,3,2,A,106.2
City Hotel,92,3,2,A,95
City Hotel,92,3,2,A,95
City Hotel,92,3,2,A,120
City Hotel,92,3,2,A,120
City Hotel,92,3,2,A,160
City Hotel,92,3,2,A,160
City Hotel,92,3,3,A,121.4
City Hotel,92,3,2,A,95
City Hotel,92,3,2,A,95
City Hotel,92,3,2,A,120
City Hotel,92,3,2,A,95.4
City Hotel,92,3,2,A,120
City Hotel,92,3,2,A,160
City Hotel,92,3,2,A,160
City Hotel,92,3,2,A,160
City Hotel,92,3,2,A,104.1
City Hotel,92,3,2,A,106.2
City Hotel,92,3,2,A,95
City Hotel,92,3,3,D,154.8
City Hotel,92,3,2,A,160
City Hotel,92,3,2,A,160
City Hotel,92,3,2,A,106.2
City Hotel,92,3,2,A,95
City Hotel,92,3,2,A,95
City Hotel,92,3,2,A,120
City Hotel,92,3,2,A,120
City Hotel,92,3,2,A,120
City Hotel,92,3,2,A,120
City Hotel,92,3,2,A,160
City Hotel,92,3,2,A,160
City Hotel,92,3,2,A,95
City Hotel,92,3,2,A,160
City Hotel,92,3,2,A,120
City Hotel,92,3,2,A,120
City Hotel,92,3,2,A,95.4
City Hotel,92,3,2,A,95
City Hotel,92,3,2,A,95
City Hotel,92,3,2,A,120
City Hotel,92,3,2,A,120
City Hotel,92,3,2,A,160
City Hotel,92,3,2,A,160
City Hotel,92,3,2,A,95
City Hotel,92,3,2,A,95
City Hotel,92,3,2,A,160
City Hotel,92,3,2,A,160
City Hotel,92,3,2,A,120
City Hotel,92,3,2,A,120
City Hotel,92,3,2,A,120
City Hotel,92,3,2,D,135.9
City Hotel,92,3,2,A,95
City Hotel,92,3,2,A,95
City Hotel,92,3,2,A,120
City Hotel,92,3,2,A,120
City Hotel,92,3,2,A,160
City Hotel,92,3,2,A,160
City Hotel,92,3,2,A,95
City Hotel,92,3,2,A,120
City Hotel,92,3,2,A,160
City Hotel,92,3,2,A,160
City Hotel,92,3,1,A,100.8
City Hotel,92,3,2,A,120
City Hotel,92,4,2,A,113.4
City Hotel,92,4,2,D,126.9
City Hotel,92,4,2,F,175.1
City Hotel,92,4,2,A,113.4
City Hotel,92,4,2,A,113.4
City Hotel,92,4,2,A,113.4
City Hotel,92,4,2,A,113.4
City Hotel,92,4,2,A,113.4
City Hotel,92,4,2,A,113.4
City Hotel,92,4,2,A,113.4
City Hotel,92,4,2,A,113.4
City Hotel,92,4,2,A,113.4
City Hotel,92,5,2,A,73.96
City Hotel,92,5,2,A,73.96
City Hotel,92,5,2,A,73.96
City Hotel,92,1,1,A,110
City Hotel,92,1,1,A,180
City Hotel,92,2,2,A,95.4
City Hotel,92,2,2,A,95.4
City Hotel,92,2,2,D,115.2
City Hotel,92,2,2,A,95.4
City Hotel,92,2,2,D,115.2
City Hotel,92,2,2,D,115.2
City Hotel,92,2,2,D,115.2
City Hotel,92,2,2,A,95.4
City Hotel,92,2,2,A,96
City Hotel,92,2,2,D,115.2
City Hotel,92,2,2,D,115.2
City Hotel,92,2,2,A,95.4
City Hotel,92,2,2,A,95.4
City Hotel,92,2,2,A,96
City Hotel,92,2,2,A,95.4
City Hotel,92,2,2,A,96
City Hotel,92,2,2,A,98.1
City Hotel,92,2,2,A,95.4
City Hotel,92,2,2,A,95.4
City Hotel,92,2,2,D,115.2
City Hotel,92,2,2,D,115.2
City Hotel,92,2,2,D,115.2
City Hotel,92,2,2,A,95.4
City Hotel,92,2,2,A,96
City Hotel,92,3,2,A,96
City Hotel,92,3,2,A,108.9
City Hotel,92,3,2,A,108.9
City Hotel,92,3,2,A,98.1
City Hotel,92,3,2,A,96
City Hotel,92,3,2,A,106.2
City Hotel,92,3,2,A,108.9
City Hotel,92,3,2,A,106.2
City Hotel,92,3,2,A,96
City Hotel,92,3,2,A,108.9
City Hotel,92,3,2,A,108.9
City Hotel,92,3,2,A,106.2
City Hotel,92,3,2,A,106.2
City Hotel,92,3,2,A,96
City Hotel,92,3,2,A,108.9
City Hotel,92,3,2,A,96
City Hotel,92,3,2,A,108.9
City Hotel,92,3,2,A,96
City Hotel,92,3,2,D,132.3
City Hotel,92,3,2,A,108.9
City Hotel,92,3,2,A,106.2
City Hotel,92,3,2,A,96
City Hotel,92,3,2,A,108.9
City Hotel,92,3,1,D,128.7
City Hotel,92,3,2,A,96
City Hotel,92,3,2,A,106.2
City Hotel,92,3,2,A,96
City Hotel,92,3,2,A,96
City Hotel,92,3,2,D,132.3
City Hotel,92,3,2,A,96
City Hotel,92,3,2,A,96
City Hotel,92,3,2,A,108.9
City Hotel,92,3,2,A,106.2
City Hotel,92,3,2,A,96
City Hotel,92,3,2,A,96
City Hotel,92,3,2,A,96
City Hotel,92,3,2,A,108.9
City Hotel,92,4,2,A,92.65
City Hotel,92,4,2,D,122.4
City Hotel,92,4,2,A,102.85
City Hotel,92,4,2,D,122.4
City Hotel,92,4,2,F,294
City Hotel,92,5,2,A,143.55
City Hotel,92,7,2,D,132.3
City Hotel,93,1,2,A,97.2
City Hotel,93,1,2,A,140
City Hotel,93,2,2,D,132.3
City Hotel,93,2,2,A,155
City Hotel,93,2,1,A,127
City Hotel,93,2,1,A,108
City Hotel,93,2,1,A,134
City Hotel,93,2,2,A,113.4
City Hotel,93,3,2,A,108
City Hotel,93,3,1,A,147
City Hotel,93,3,2,D,119.07
City Hotel,93,3,1,A,147
City Hotel,93,3,2,A,118.8
City Hotel,93,3,2,A,133
City Hotel,93,3,2,A,126
City Hotel,93,3,2,A,108
City Hotel,93,3,2,A,108
City Hotel,93,3,1,A,114.3
City Hotel,93,3,2,A,113.4
City Hotel,93,3,2,A,116.1
City Hotel,93,3,2,A,108
City Hotel,93,3,2,A,108
City Hotel,93,4,2,D,107
City Hotel,93,4,2,A,129
City Hotel,93,4,2,A,108
City Hotel,93,4,2,A,139.28
City Hotel,93,4,1,D,139.5
City Hotel,93,5,2,D,123.82
City Hotel,93,5,2,A,119.85
City Hotel,93,5,1,D,125.55
City Hotel,93,7,2,A,90.1
City Hotel,93,7,2,A,90.1
City Hotel,93,7,2,A,100.3
City Hotel,93,7,2,A,125.1
City Hotel,93,7,2,A,100.3
City Hotel,93,1,2,A,126
City Hotel,93,1,2,A,83.85
City Hotel,93,1,2,A,108
City Hotel,93,2,2,D,119.07
City Hotel,93,2,2,A,135
City Hotel,93,2,1,A,113.4
City Hotel,93,2,1,A,108
City Hotel,93,2,2,A,97.2
City Hotel,93,2,1,A,108
City Hotel,93,2,3,F,215.55
City Hotel,93,2,2,A,129
City Hotel,93,3,2,A,126
City Hotel,93,3,2,A,108
City Hotel,93,3,2,A,105
City Hotel,93,3,2,A,116.1
City Hotel,93,3,2,A,135
City Hotel,93,3,2,A,149
City Hotel,93,3,1,A,135
City Hotel,93,3,2,A,153
City Hotel,93,3,1,A,105.3
City Hotel,93,3,1,E,106
City Hotel,93,4,2,A,102.85
City Hotel,93,4,2,A,100
City Hotel,93,4,2,A,100
City Hotel,93,4,2,A,118.8
City Hotel,93,4,2,A,102.85
City Hotel,93,4,2,A,100
City Hotel,93,4,2,A,100
City Hotel,93,4,2,A,100
City Hotel,93,4,2,A,100
City Hotel,93,4,2,A,108
City Hotel,93,4,2,A,100
City Hotel,93,4,2,A,100
