dayno,hourofday,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count
 342 ,17,fall,0,1,1,12.3,15.91,49,7.0015,10,321,331
 342 ,18,fall,0,1,1,11.48,13.635,52,15.0013,12,306,318
 342 ,19,fall,0,1,1,10.66,13.635,56,7.0015,12,220,232
 342 ,20,fall,0,1,1,10.66,13.635,60,7.0015,5,170,175
 342 ,21,fall,0,1,1,11.48,15.15,61,6.0032,4,135,139
 342 ,22,fall,0,1,1,10.66,13.635,65,8.9981,8,84,92
 342 ,23,fall,0,1,1,9.84,12.88,70,7.0015,3,58,61
 343 ,0,fall,0,1,1,9.84,14.395,65,0,8,26,34
 343 ,1,fall,0,1,1,9.84,14.395,65,0,2,12,14
 343 ,2,fall,0,1,1,9.84,14.395,70,0,2,10,12
 343 ,3,fall,0,1,1,9.02,13.635,80,0,1,5,6
 343 ,4,fall,0,1,1,9.02,13.635,80,0,1,1,2
 343 ,5,fall,0,1,1,9.02,13.635,80,0,0,20,20
 343 ,6,fall,0,1,1,9.02,12.88,80,6.0032,1,62,63
 343 ,7,fall,0,1,1,9.02,12.88,75,6.0032,4,195,199
 343 ,8,fall,0,1,1,9.84,14.395,81,0,7,378,385
 343 ,9,fall,0,1,1,10.66,14.395,81,6.0032,8,256,264
 343 ,10,fall,0,1,2,12.3,15.15,70,11.0014,11,115,126
 343 ,11,fall,0,1,1,13.12,15.15,70,16.9979,15,121,136
 343 ,12,fall,0,1,1,14.76,16.665,57,19.9995,27,146,173
 343 ,13,fall,0,1,1,15.58,19.695,50,12.998,27,141,168
 343 ,14,fall,0,1,1,15.58,19.695,46,19.0012,24,163,187
 343 ,15,fall,0,1,1,15.58,19.695,46,19.0012,29,160,189
 343 ,16,fall,0,1,1,14.76,17.425,62,8.9981,24,226,250
 343 ,17,fall,0,1,1,13.94,17.425,66,7.0015,10,352,362
 343 ,18,fall,0,1,1,13.94,18.18,61,0,10,308,318
 343 ,19,fall,0,1,1,13.94,18.18,61,0,10,189,199
 343 ,20,fall,0,1,1,12.3,16.665,81,0,10,140,150
 343 ,21,fall,0,1,1,12.3,16.665,75,0,9,131,140
 343 ,22,fall,0,1,1,11.48,15.91,87,0,15,114,129
 343 ,23,fall,0,1,1,11.48,15.91,81,0,6,88,94
 344 ,0,fall,0,0,2,10.66,13.635,81,7.0015,11,66,77
 344 ,1,fall,0,0,2,10.66,12.88,70,11.0014,11,55,66
 344 ,2,fall,0,0,2,11.48,15.15,61,6.0032,12,48,60
 344 ,3,fall,0,0,2,11.48,15.15,61,6.0032,5,20,25
 344 ,4,fall,0,0,2,10.66,13.635,65,7.0015,0,3,3
 344 ,5,fall,0,0,1,10.66,12.88,60,11.0014,0,6,6
 344 ,6,fall,0,0,1,9.84,12.88,65,7.0015,1,10,11
 344 ,7,fall,0,0,1,9.84,11.365,65,12.998,0,11,11
 344 ,8,fall,0,0,1,10.66,13.635,65,8.9981,5,68,73
 344 ,9,fall,0,0,1,11.48,12.88,61,19.0012,15,134,149
 344 ,10,fall,0,0,1,13.12,15.15,57,16.9979,31,161,192
 344 ,11,fall,0,0,1,13.12,14.395,53,27.9993,44,192,236
 344 ,12,fall,0,0,1,13.12,14.395,45,27.9993,48,235,283
 344 ,13,fall,0,0,1,13.94,15.15,34,27.9993,47,239,286
 344 ,14,fall,0,0,1,13.94,15.15,31,22.0028,51,242,293
 344 ,15,fall,0,0,1,13.94,15.15,34,23.9994,60,239,299
 344 ,16,fall,0,0,1,13.12,14.395,31,26.0027,58,183,241
 344 ,17,fall,0,0,1,11.48,12.88,36,22.0028,34,151,185
 344 ,18,fall,0,0,1,10.66,12.88,38,15.0013,28,144,172
 344 ,19,fall,0,0,1,10.66,12.12,38,19.0012,15,139,154
 344 ,20,fall,0,0,1,9.84,11.365,35,15.0013,10,114,124
 344 ,21,fall,0,0,1,9.02,10.605,44,15.0013,4,79,83
 344 ,22,fall,0,0,1,9.02,11.365,41,8.9981,7,88,95
 344 ,23,fall,0,0,1,8.2,10.605,47,11.0014,5,61,66
 345 ,0,fall,0,0,1,8.2,9.85,51,15.0013,5,69,74
 345 ,1,fall,0,0,1,6.56,7.575,59,15.0013,8,54,62
 345 ,2,fall,0,0,1,7.38,8.335,55,16.9979,5,47,52
 345 ,3,fall,0,0,1,6.56,9.09,59,8.9981,2,17,19
 345 ,4,fall,0,0,1,6.56,8.335,59,11.0014,0,5,5
 345 ,5,fall,0,0,1,7.38,10.605,59,7.0015,0,6,6
 345 ,6,fall,0,0,1,6.56,11.365,59,0,0,10,10
 345 ,7,fall,0,0,1,7.38,12.12,55,0,1,30,31
 345 ,8,fall,0,0,1,6.56,11.365,69,0,4,68,72
 345 ,9,fall,0,0,1,8.2,12.88,59,0,19,88,107
 345 ,10,fall,0,0,1,9.84,14.395,44,0,30,164,194
 345 ,11,fall,0,0,1,10.66,15.15,35,0,31,166,197
 345 ,12,fall,0,0,1,10.66,15.15,35,0,42,246,288
 345 ,13,fall,0,0,1,12.3,16.665,31,0,44,224,268
 345 ,14,fall,0,0,1,12.3,16.665,28,0,44,198,242
 345 ,15,fall,0,0,1,12.3,16.665,26,0,47,219,266
 345 ,16,fall,0,0,1,12.3,16.665,26,0,32,174,206
 345 ,17,fall,0,0,1,11.48,15.91,30,0,13,150,163
 345 ,18,fall,0,0,1,9.84,11.365,48,12.998,12,151,163
 345 ,19,fall,0,0,1,9.02,11.365,55,12.998,7,98,105
 345 ,20,fall,0,0,1,9.02,12.12,55,7.0015,10,62,72
 345 ,21,fall,0,0,1,9.02,13.635,55,0,10,53,63
 345 ,22,fall,0,0,1,9.02,13.635,55,0,7,36,43
 345 ,23,fall,0,0,1,8.2,12.88,69,0,4,31,35
 346 ,0,fall,0,1,1,8.2,11.365,69,6.0032,4,16,20
 346 ,1,fall,0,1,1,8.2,12.88,69,0,0,9,9
 346 ,2,fall,0,1,1,8.2,12.88,69,0,0,4,4
 346 ,3,fall,0,1,1,7.38,12.12,74,0,0,2,2
 346 ,4,fall,0,1,1,7.38,12.12,74,0,0,3,3
 346 ,5,fall,0,1,1,6.56,11.365,80,0,0,21,21
 346 ,6,fall,0,1,1,6.56,9.09,80,7.0015,1,63,64
 346 ,7,fall,0,1,1,5.74,7.575,86,8.9981,4,231,235
 346 ,8,fall,0,1,2,6.56,9.09,80,7.0015,7,378,385
 346 ,9,fall,0,1,2,7.38,10.605,74,6.0032,12,208,220
 346 ,10,fall,0,1,2,9.02,12.12,69,7.0015,14,91,105
 346 ,11,fall,0,1,2,10.66,14.395,60,6.0032,15,100,115
 346 ,12,fall,0,1,1,11.48,14.395,52,7.0015,7,138,145
 346 ,13,fall,0,1,2,12.3,15.91,52,7.0015,13,153,166
 346 ,14,fall,0,1,2,13.12,16.665,53,8.9981,16,95,111
 346 ,15,fall,0,1,2,13.12,16.665,57,7.0015,8,124,132
 346 ,16,fall,0,1,2,13.12,16.665,57,6.0032,5,209,214
 346 ,17,fall,0,1,2,12.3,16.665,56,0,7,352,359
 346 ,18,fall,0,1,1,12.3,15.91,56,6.0032,8,349,357
 346 ,19,fall,0,1,1,11.48,15.15,61,6.0032,9,232,241
 346 ,20,fall,0,1,1,12.3,15.91,56,6.0032,8,157,165
 346 ,21,fall,0,1,1,10.66,15.15,81,0,2,119,121
 346 ,22,fall,0,1,1,10.66,15.15,70,0,0,71,71
 346 ,23,fall,0,1,1,9.84,14.395,75,0,3,42,45
 347 ,0,fall,0,1,1,9.02,13.635,80,0,1,16,17
 347 ,1,fall,0,1,1,8.2,12.88,80,0,0,4,4
 347 ,2,fall,0,1,1,8.2,12.88,80,0,1,1,2
 347 ,3,fall,0,1,1,7.38,12.12,80,0,0,3,3
 347 ,4,fall,0,1,1,8.2,12.88,80,0,0,4,4
 347 ,5,fall,0,1,1,7.38,12.12,86,0,0,20,20
 347 ,6,fall,0,1,1,8.2,12.88,80,0,0,92,92
 347 ,7,fall,0,1,1,6.56,8.335,80,11.0014,2,221,223
 347 ,8,fall,0,1,1,8.2,11.365,69,7.0015,9,391,400
 347 ,9,fall,0,1,1,10.66,12.88,60,11.0014,10,223,233
 347 ,10,fall,0,1,1,12.3,15.15,52,11.0014,3,99,102
 347 ,11,fall,0,1,1,13.94,15.91,46,16.9979,9,115,124
 347 ,12,fall,0,1,1,14.76,16.665,43,23.9994,20,147,167
 347 ,13,fall,0,1,1,16.4,20.455,37,22.0028,7,120,127
 347 ,14,fall,0,1,1,16.4,20.455,37,16.9979,18,116,134
 347 ,15,fall,0,1,1,16.4,20.455,35,16.9979,7,144,151
 347 ,16,fall,0,1,1,15.58,19.695,37,16.9979,13,194,207
 347 ,17,fall,0,1,1,14.76,17.425,40,12.998,17,381,398
 347 ,18,fall,0,1,1,13.94,15.91,42,15.0013,12,370,382
 347 ,19,fall,0,1,1,13.12,15.91,49,11.0014,5,262,267
 347 ,20,fall,0,1,1,13.12,15.91,49,11.0014,7,154,161
 347 ,21,fall,0,1,1,12.3,15.15,52,11.0014,5,134,139
 347 ,22,fall,0,1,1,12.3,15.15,52,11.0014,5,102,107
 347 ,23,fall,0,1,1,10.66,15.15,70,0,4,55,59
 348 ,0,fall,0,1,1,10.66,15.15,75,0,0,22,22
 348 ,1,fall,0,1,1,10.66,15.15,75,0,0,8,8
 348 ,2,fall,0,1,1,10.66,15.15,75,0,0,2,2
 348 ,3,fall,0,1,1,11.48,15.91,65,0,0,3,3
 348 ,4,fall,0,1,1,10.66,15.15,75,0,0,4,4
 348 ,5,fall,0,1,2,10.66,15.15,81,0,0,26,26
 348 ,6,fall,0,1,2,10.66,15.15,87,0,0,87,87
 348 ,7,fall,0,1,1,11.48,15.91,75,0,4,243,247
 348 ,8,fall,0,1,2,10.66,15.15,87,0,9,458,467
 348 ,9,fall,0,1,2,12.3,16.665,61,0,9,230,239
 348 ,10,fall,0,1,2,13.12,17.425,57,0,9,133,142
 348 ,11,fall,0,1,2,13.94,18.18,55,0,12,103,115
 348 ,12,fall,0,1,2,14.76,18.18,57,6.0032,6,138,144
 348 ,13,fall,0,1,2,14.76,18.18,57,7.0015,14,119,133
 348 ,14,fall,0,1,2,15.58,19.695,54,6.0032,17,134,151
 348 ,15,fall,0,1,2,15.58,19.695,54,7.0015,24,143,167
 348 ,16,fall,0,1,2,15.58,19.695,54,7.0015,12,233,245
 348 ,17,fall,0,1,2,14.76,18.18,57,7.0015,19,377,396
 348 ,18,fall,0,1,2,14.76,17.425,62,11.0014,11,379,390
 348 ,19,fall,0,1,2,14.76,18.18,62,7.0015,9,259,268
 348 ,20,fall,0,1,2,13.94,17.425,66,7.0015,6,169,175
 348 ,21,fall,0,1,2,13.94,16.665,66,11.0014,9,145,154
 348 ,22,fall,0,1,1,13.94,16.665,66,11.0014,5,99,104
 348 ,23,fall,0,1,1,13.12,15.91,70,11.0014,3,48,51
 349 ,0,fall,0,1,1,13.12,15.91,70,11.0014,5,45,50
 349 ,1,fall,0,1,2,13.12,15.91,70,11.0014,5,15,20
 349 ,2,fall,0,1,2,13.12,16.665,70,8.9981,2,5,7
 349 ,3,fall,0,1,2,13.12,16.665,70,8.9981,1,2,3
 349 ,4,fall,0,1,2,13.12,15.15,70,15.0013,0,6,6
 349 ,5,fall,0,1,2,13.12,15.15,70,19.0012,0,24,24
 349 ,6,fall,0,1,1,13.12,15.91,66,12.998,2,90,92
 349 ,7,fall,0,1,1,13.12,15.91,70,12.998,6,252,258
 349 ,8,fall,0,1,2,13.94,15.91,66,15.0013,8,449,457
 349 ,9,fall,0,1,2,14.76,16.665,62,19.0012,6,274,280
 349 ,10,fall,0,1,2,16.4,20.455,58,19.9995,4,105,109
 349 ,11,fall,0,1,2,16.4,20.455,62,27.9993,9,126,135
 349 ,12,fall,0,1,2,18.86,22.725,59,32.9975,17,140,157
 349 ,13,fall,0,1,2,20.5,24.24,55,23.9994,14,150,164
 349 ,14,fall,0,1,2,21.32,25,52,22.0028,8,124,132
 349 ,15,fall,0,1,3,21.32,25,55,15.0013,6,76,82
 349 ,16,fall,0,1,3,18.86,22.725,72,11.0014,7,124,131
 349 ,17,fall,0,1,2,21.32,25,59,19.0012,14,310,324
 349 ,18,fall,0,1,2,21.32,25,59,19.9995,14,363,377
 349 ,19,fall,0,1,2,21.32,25,59,19.0012,13,274,287
 349 ,20,fall,0,1,1,21.32,25,59,22.0028,12,209,221
 349 ,21,fall,0,1,1,20.5,24.24,63,19.9995,10,145,155
 349 ,22,fall,0,1,1,21.32,25,63,22.0028,8,116,124
 349 ,23,fall,0,1,1,21.32,25,63,22.0028,10,104,114
 350 ,0,fall,0,1,1,20.5,24.24,72,22.0028,12,60,72
 350 ,1,fall,0,1,1,20.5,24.24,72,15.0013,3,28,31
 350 ,2,fall,0,1,1,19.68,23.485,77,7.0015,0,23,23
 350 ,3,fall,0,1,1,18.86,22.725,82,8.9981,2,3,5
 350 ,4,fall,0,1,2,20.5,24.24,59,12.998,1,4,5
 350 ,5,fall,0,1,1,19.68,23.485,44,26.0027,0,26,26
 350 ,6,fall,0,1,2,18.04,21.97,33,19.9995,2,80,82
 350 ,7,fall,0,1,2,15.58,19.695,46,19.9995,5,226,231
 350 ,8,fall,0,1,1,14.76,16.665,46,27.9993,10,449,459
 350 ,9,fall,0,1,1,14.76,16.665,46,26.0027,8,235,243
 350 ,10,fall,0,1,1,13.94,15.15,46,19.9995,10,122,132
 350 ,11,fall,0,1,2,13.94,15.15,42,19.9995,9,135,144
 350 ,12,fall,0,1,2,13.94,15.15,42,23.9994,10,163,173
 350 ,13,fall,0,1,2,13.94,15.15,39,23.9994,12,125,137
 350 ,14,fall,0,1,2,13.94,15.91,42,15.0013,13,115,128
 350 ,15,fall,0,1,2,13.12,15.15,45,19.9995,12,141,153
 350 ,16,fall,0,1,2,13.12,15.15,45,15.0013,12,212,224
 350 ,17,fall,0,1,2,13.12,15.15,45,19.0012,13,352,365
 350 ,18,fall,0,1,2,13.12,15.15,45,16.9979,10,285,295
 350 ,19,fall,0,1,2,13.12,15.15,45,15.0013,11,203,214
 350 ,20,fall,0,1,2,13.12,15.91,45,12.998,6,146,152
 350 ,21,fall,0,1,2,13.12,15.91,45,11.0014,7,95,102
 350 ,22,fall,0,1,2,12.3,15.15,49,11.0014,6,100,106
 350 ,23,fall,0,1,2,12.3,15.15,49,8.9981,4,71,75
 351 ,0,fall,0,0,1,12.3,14.395,49,19.0012,3,59,62
 351 ,1,fall,0,0,2,12.3,14.395,52,16.9979,4,39,43
 351 ,2,fall,0,0,2,11.48,13.635,56,15.0013,11,47,58
 351 ,3,fall,0,0,1,10.66,12.88,60,12.998,4,22,26
 351 ,4,fall,0,0,1,9.84,12.12,65,11.0014,0,9,9
 351 ,5,fall,0,0,2,10.66,12.88,60,12.998,2,7,9
 351 ,6,fall,0,0,2,10.66,12.12,56,19.0012,0,17,17
 351 ,7,fall,0,0,2,10.66,12.88,56,15.0013,0,20,20
 351 ,8,fall,0,0,2,10.66,12.88,56,15.0013,4,55,59
 351 ,9,fall,0,0,2,10.66,12.12,56,16.9979,5,95,100
 351 ,10,fall,0,0,2,10.66,12.12,52,19.0012,10,171,181
 351 ,11,fall,0,0,2,11.48,12.88,45,22.0028,21,188,209
 351 ,12,fall,0,0,2,11.48,12.88,45,19.0012,28,216,244
 351 ,13,fall,0,0,2,11.48,13.635,48,16.9979,32,204,236
 351 ,14,fall,0,0,1,11.48,12.88,45,23.9994,30,207,237
 351 ,15,fall,0,0,1,11.48,12.88,45,19.0012,33,195,228
 351 ,16,fall,0,0,1,11.48,13.635,45,15.0013,30,192,222
 351 ,17,fall,0,0,1,10.66,12.88,48,15.0013,12,153,165
 351 ,18,fall,0,0,1,10.66,11.365,48,26.0027,7,150,157
 351 ,19,fall,0,0,3,9.84,10.605,65,22.0028,11,95,106
 351 ,20,fall,0,0,1,9.02,10.605,69,16.9979,7,99,106
 351 ,21,fall,0,0,1,8.2,10.605,75,11.0014,8,88,96
 351 ,22,fall,0,0,1,8.2,10.605,75,11.0014,7,73,80
 351 ,23,fall,0,0,1,8.2,11.365,75,0,6,63,69
 352 ,0,fall,0,0,1,8.2,10.605,75,8.9981,7,64,71
 352 ,1,fall,0,0,1,8.2,11.365,69,7.0015,3,43,46
 352 ,2,fall,0,0,1,9.02,12.12,55,7.0015,2,39,41
 352 ,3,fall,0,0,1,9.02,10.605,55,15.0013,2,16,18
 352 ,4,fall,0,0,1,9.02,10.605,55,15.0013,0,1,1
 352 ,5,fall,0,0,1,8.2,11.365,59,7.0015,1,4,5
 352 ,6,fall,0,0,1,8.2,10.605,59,8.9981,0,3,3
 352 ,7,fall,0,0,1,8.2,10.605,59,11.0014,1,11,12
 352 ,8,fall,0,0,1,8.2,12.88,69,0,1,31,32
 352 ,9,fall,0,0,1,9.02,11.365,64,11.0014,6,75,81
 352 ,10,fall,0,0,1,9.84,11.365,60,16.9979,7,122,129
 352 ,11,fall,0,0,2,9.84,11.365,60,15.0013,20,168,188
 352 ,12,fall,0,0,1,10.66,12.88,60,15.0013,26,202,228
 352 ,13,fall,0,0,1,12.3,13.635,49,19.9995,18,210,228
 352 ,14,fall,0,0,1,12.3,14.395,49,19.0012,19,200,219
 352 ,15,fall,0,0,1,13.12,15.15,45,19.0012,23,184,207
 352 ,16,fall,0,0,1,11.48,13.635,48,16.9979,27,207,234
 352 ,17,fall,0,0,1,11.48,13.635,46,11.0014,10,126,136
 352 ,18,fall,0,0,1,11.48,13.635,45,12.998,15,123,138
 352 ,19,fall,0,0,1,10.66,13.635,52,8.9981,5,130,135
 352 ,20,fall,0,0,1,9.84,12.88,60,7.0015,10,94,104
 352 ,21,fall,0,0,1,9.02,13.635,64,0,9,80,89
 352 ,22,fall,0,0,1,9.02,11.365,75,12.998,2,47,49
 352 ,23,fall,0,0,1,8.2,11.365,75,7.0015,6,31,37
 353 ,0,fall,0,1,1,8.2,11.365,75,6.0032,3,14,17
 353 ,1,fall,0,1,1,7.38,10.605,80,6.0032,3,8,11
 353 ,2,fall,0,1,1,7.38,10.605,80,6.0032,0,3,3
 353 ,3,fall,0,1,1,6.56,9.85,86,6.0032,0,3,3
 353 ,4,fall,0,1,1,6.56,9.09,86,8.9981,0,4,4
 353 ,5,fall,0,1,1,5.74,8.335,93,7.0015,0,21,21
 353 ,6,fall,0,1,1,6.56,9.09,86,7.0015,0,68,68
 353 ,7,fall,0,1,1,7.38,10.605,74,7.0015,4,187,191
 353 ,8,fall,0,1,1,8.2,9.85,75,12.998,8,389,397
 353 ,9,fall,0,1,1,9.02,10.605,69,15.0013,17,166,183
 353 ,10,fall,0,1,1,9.84,11.365,67,12.998,12,96,108
 353 ,11,fall,0,1,1,10.66,12.12,65,16.9979,22,105,127
 353 ,12,fall,0,1,1,12.3,13.635,61,22.0028,13,128,141
 353 ,13,fall,0,1,1,13.94,15.15,49,22.0028,15,127,142
 353 ,14,fall,0,1,1,14.76,17.425,46,15.0013,30,107,137
 353 ,15,fall,0,1,1,15.58,19.695,46,11.0014,24,135,159
 353 ,16,fall,0,1,1,16.4,20.455,40,16.9979,19,189,208
 353 ,17,fall,0,1,1,15.58,19.695,46,12.998,16,362,378
 353 ,18,fall,0,1,1,14.76,17.425,50,12.998,11,343,354
 353 ,19,fall,0,1,2,14.76,17.425,53,11.0014,17,234,251
 353 ,20,fall,0,1,1,16.4,20.455,40,11.0014,9,197,206
 353 ,21,fall,0,1,2,14.76,17.425,53,8.9981,15,112,127
 353 ,22,fall,0,1,2,14.76,17.425,57,11.0014,12,95,107
 353 ,23,fall,0,1,1,14.76,17.425,53,11.0014,10,50,60
 366 ,0,winter,0,0,1,14.76,18.94,66,0,5,43,48
 366 ,1,winter,0,0,1,14.76,17.425,66,8.9981,15,78,93
 366 ,2,winter,0,0,1,13.12,17.425,76,0,16,59,75
 366 ,3,winter,0,0,1,12.3,16.665,81,0,11,41,52
 366 ,4,winter,0,0,1,11.48,15.15,81,6.0032,0,8,8
 366 ,5,winter,0,0,1,11.48,14.395,81,7.0015,0,5,5
 366 ,6,winter,0,0,1,10.66,13.635,93,8.9981,1,1,2
 366 ,7,winter,0,0,1,10.66,12.88,93,11.0014,1,6,7
 366 ,8,winter,0,0,1,10.66,13.635,87,7.0015,4,10,14
 366 ,9,winter,0,0,1,10.66,13.635,93,7.0015,13,27,40
 366 ,10,winter,0,0,1,12.3,15.91,81,7.0015,18,52,70
 366 ,11,winter,0,0,1,13.94,16.665,76,8.9981,40,98,138
 366 ,12,winter,0,0,1,16.4,20.455,62,19.0012,58,143,201
 366 ,13,winter,0,0,1,17.22,21.21,58,19.0012,82,141,223
 366 ,14,winter,0,0,1,18.04,21.97,54,19.9995,120,147,267
 366 ,15,winter,0,0,1,18.86,22.725,51,19.9995,101,164,265
 366 ,16,winter,0,0,2,18.04,21.97,54,19.9995,68,147,215
 366 ,17,winter,0,0,2,19.68,23.485,48,11.0014,36,75,111
 366 ,18,winter,0,0,3,18.86,22.725,59,16.9979,25,81,106
 366 ,19,winter,0,0,3,17.22,21.21,67,26.0027,20,85,105
 366 ,20,winter,0,0,2,18.04,21.97,62,19.9995,25,58,83
 366 ,21,winter,0,0,2,18.04,21.97,67,16.9979,10,61,71
 366 ,22,winter,0,0,1,18.86,22.725,55,27.9993,13,53,66
 366 ,23,winter,0,0,1,18.04,21.97,51,19.9995,4,25,29
 367 ,0,winter,1,0,1,16.4,20.455,40,31.0009,8,31,39
 367 ,1,winter,1,0,1,14.76,16.665,43,27.9993,1,11,12
 367 ,2,winter,1,0,1,14.76,15.91,34,30.0026,1,6,7
 367 ,4,winter,1,0,1,11.48,12.88,45,22.0028,0,4,4
 367 ,5,winter,1,0,1,11.48,12.88,45,22.0028,1,3,4
 367 ,6,winter,1,0,1,10.66,11.365,41,26.0027,0,14,14
 367 ,7,winter,1,0,1,9.84,10.605,32,26.0027,0,16,16
 367 ,8,winter,1,0,1,9.84,11.365,35,16.9979,2,51,53
 367 ,9,winter,1,0,1,9.84,12.88,35,0,15,53,68
 367 ,10,winter,1,0,1,10.66,12.12,35,19.0012,20,89,109
 367 ,11,winter,1,0,1,10.66,10.605,35,32.9975,33,142,175
 367 ,12,winter,1,0,1,11.48,13.635,36,16.9979,41,161,202
 367 ,13,winter,1,0,1,12.3,13.635,36,19.9995,26,150,176
 367 ,14,winter,1,0,1,12.3,13.635,36,27.9993,10,141,151
 367 ,15,winter,1,0,1,11.48,12.12,38,30.0026,29,139,168
 367 ,16,winter,1,0,1,10.66,11.365,35,27.9993,10,144,154
 367 ,17,winter,1,0,1,10.66,11.365,35,26.0027,17,136,153
 367 ,18,winter,1,0,1,10.66,12.12,33,16.9979,13,113,126
 367 ,19,winter,1,0,1,9.84,11.365,38,15.0013,4,89,93
 367 ,20,winter,1,0,1,9.84,11.365,41,15.0013,5,83,88
 367 ,21,winter,1,0,2,9.84,10.605,41,22.0028,3,63,66
 367 ,22,winter,1,0,2,9.02,10.605,44,19.0012,3,36,39
 367 ,23,winter,1,0,1,9.02,10.605,44,16.9979,2,32,34
 368 ,0,winter,0,1,1,8.2,9.85,51,16.9979,0,13,13
 368 ,1,winter,0,1,1,7.38,9.09,55,15.0013,1,5,6
 368 ,2,winter,0,1,1,7.38,8.335,51,16.9979,0,3,3
 368 ,3,winter,0,1,1,6.56,6.82,55,19.0012,0,2,2
 368 ,4,winter,0,1,1,6.56,7.575,55,16.9979,0,5,5
 368 ,5,winter,0,1,1,5.74,6.82,54,12.998,0,12,12
 368 ,6,winter,0,1,1,5.74,6.06,59,19.0012,4,81,85
 368 ,7,winter,0,1,1,5.74,6.06,59,16.9979,2,168,170
 368 ,8,winter,0,1,1,6.56,6.82,55,19.0012,5,349,354
 368 ,9,winter,0,1,1,6.56,6.82,50,19.0012,8,145,153
 368 ,10,winter,0,1,1,6.56,6.06,47,31.0009,5,55,60
 368 ,11,winter,0,1,1,7.38,6.82,37,35.0008,12,63,75
 368 ,12,winter,0,1,1,7.38,6.82,37,35.0008,4,70,74
 368 ,13,winter,0,1,1,7.38,6.06,34,43.9989,5,68,73
 368 ,14,winter,0,1,1,6.56,6.06,43,35.0008,7,72,79
 368 ,15,winter,0,1,1,6.56,6.06,37,27.9993,9,68,77
 368 ,16,winter,0,1,1,5.74,4.545,39,39.0007,7,129,136
 368 ,17,winter,0,1,1,5.74,5.305,26,31.0009,4,241,245
 368 ,18,winter,0,1,1,5.74,4.545,26,35.0008,10,214,224
 368 ,19,winter,0,1,1,4.92,4.545,28,27.9993,4,152,156
 368 ,20,winter,0,1,1,4.92,6.06,33,16.9979,0,115,115
 368 ,21,winter,0,1,1,4.1,5.305,36,15.0013,2,66,68
 368 ,22,winter,0,1,1,4.1,5.305,46,16.9979,0,33,33
 368 ,23,winter,0,1,1,4.1,3.79,46,26.0027,0,18,18
 369 ,0,winter,0,1,1,3.28,3.03,42,22.0028,0,9,9
 369 ,1,winter,0,1,1,1.64,1.515,38,19.9995,0,3,3
 369 ,2,winter,0,1,1,0.82,0.76,34,19.0012,0,1,1
 369 ,3,winter,0,1,1,0.82,0.76,34,19.0012,0,1,1
 369 ,4,winter,0,1,1,0.82,2.275,41,12.998,0,2,2
 369 ,5,winter,0,1,1,0.82,2.275,41,12.998,0,14,14
 369 ,6,winter,0,1,1,0.82,2.275,41,11.0014,0,59,59
 369 ,7,winter,0,1,1,0.82,2.275,44,12.998,1,151,152
 369 ,8,winter,0,1,1,0.82,3.03,44,8.9981,5,310,315
 369 ,9,winter,0,1,1,1.64,3.03,45,8.9981,7,173,180
 369 ,10,winter,0,1,1,2.46,5.305,45,0,7,57,64
 369 ,11,winter,0,1,2,3.28,6.06,42,6.0032,6,40,46
 369 ,12,winter,0,1,2,4.1,5.305,46,12.998,9,75,84
 369 ,13,winter,0,1,2,5.74,6.06,43,16.9979,9,82,91
 369 ,14,winter,0,1,2,5.74,6.06,46,16.9979,6,69,75
 369 ,15,winter,0,1,2,7.38,7.575,37,22.0028,9,81,90
 369 ,16,winter,0,1,2,7.38,8.335,40,19.0012,8,123,131
 369 ,17,winter,0,1,2,8.2,9.85,40,12.998,9,272,281
 369 ,18,winter,0,1,2,8.2,10.605,37,8.9981,9,280,289
 369 ,19,winter,0,1,2,8.2,11.365,40,7.0015,2,182,184
 369 ,20,winter,0,1,2,8.2,9.85,40,12.998,2,121,123
 369 ,21,winter,0,1,2,8.2,12.88,44,0,2,88,90
 369 ,22,winter,0,1,2,8.2,11.365,47,6.0032,4,48,52
 369 ,23,winter,0,1,2,8.2,11.365,44,7.0015,0,32,32
 370 ,0,winter,0,1,2,9.02,11.365,47,12.998,1,13,14
 370 ,1,winter,0,1,1,8.2,11.365,51,6.0032,0,5,5
 370 ,2,winter,0,1,1,8.2,11.365,51,6.0032,0,4,4
 370 ,3,winter,0,1,1,8.2,12.88,61,0,0,4,4
 370 ,4,winter,0,1,2,8.2,11.365,59,6.0032,0,5,5
 370 ,5,winter,0,1,2,8.2,11.365,59,6.0032,0,26,26
 370 ,6,winter,0,1,2,8.2,10.605,75,8.9981,0,78,78
 370 ,7,winter,0,1,2,8.2,11.365,69,6.0032,3,212,215
 370 ,8,winter,0,1,2,8.2,12.88,75,0,11,377,388
 370 ,9,winter,0,1,2,9.02,13.635,69,0,7,220,227
 370 ,10,winter,0,1,2,9.84,12.88,52,6.0032,5,81,86
 370 ,11,winter,0,1,1,12.3,16.665,49,0,6,78,84
 370 ,12,winter,0,1,1,12.3,14.395,49,16.9979,6,114,120
 370 ,13,winter,0,1,1,13.94,15.15,42,19.9995,6,112,118
 370 ,14,winter,0,1,1,13.94,15.91,39,19.0012,13,104,117
 370 ,15,winter,0,1,1,14.76,16.665,34,19.0012,6,113,119
 370 ,16,winter,0,1,1,14.76,16.665,34,19.0012,19,178,197
