creditlimit,sex,education,marriage,age,default
100000,female,graduate school,married,27,0
150000,female,high school,married,29,0
50000,male,high school,married,38,0
180000,male,university,married,35,0
160000,male,university,married,41,0
50000,male,graduate school,single,23,0
100000,male,university,married,41,0
170000,female,graduate school,single,24,0
80000,female,university,single,26,0
50000,male,university,married,44,0
20000,male,graduate school,other,47,0
30000,female,university,single,26,0
240000,male,graduate school,married,50,0
50000,female,high school,married,36,0
60000,female,high school,married,29,0
380000,female,graduate school,single,27,0
500000,female,university,married,34,0
30000,female,high school,married,35,0
50000,male,university,single,33,0
360000,female,graduate school,married,33,0
120000,female,high school,married,47,0
140000,female,graduate school,married,33,0
220000,female,graduate school,married,41,0
400000,male,graduate school,single,29,0
50000,female,university,married,56,0
150000,female,high school,married,33,0
50000,male,graduate school,single,26,0
50000,female,university,married,50,0
210000,male,university,single,25,0
90000,male,graduate school,single,30,0
310000,male,university,single,24,0
50000,female,university,single,23,0
120000,male,graduate school,single,41,0
120000,female,university,married,39,0
100000,female,university,single,23,0
80000,male,other,single,30,0
70000,male,university,married,34,0
50000,female,graduate school,single,25,0
110000,female,university,married,45,0
20000,female,high school,single,23,0
70000,male,university,single,42,0
260000,female,university,single,51,0
50000,female,high school,single,54,0
220000,male,high school,married,39,0
30000,female,university,married,23,0
120000,female,graduate school,single,34,0
110000,female,graduate school,single,32,0
50000,male,university,single,27,0
50000,female,university,married,45,0
20000,male,university,single,57,0
460000,male,graduate school,single,28,0
240000,male,graduate school,other,65,0
70000,female,university,married,53,0
90000,male,university,single,28,0
20000,male,graduate school,married,35,0
20000,male,university,single,40,0
20000,female,university,single,24,0
180000,male,graduate school,married,44,0
30000,male,high school,married,48,0
190000,female,other,married,48,0
220000,female,graduate school,single,35,0
40000,male,graduate school,married,37,0
30000,female,graduate school,single,41,0
60000,female,high school,single,40,0
80000,female,university,single,28,0
90000,female,university,single,26,0
100000,male,university,single,28,0
70000,female,graduate school,single,30,0
70000,female,graduate school,single,24,0
80000,female,university,married,47,0
50000,female,university,single,29,0
70000,female,graduate school,single,25,0
60000,male,graduate school,married,34,0
10000,male,university,single,22,0
80000,female,university,married,25,0
80000,male,high school,single,30,0
60000,male,graduate school,single,23,0
110000,male,graduate school,single,26,0
50000,male,university,single,22,0
220000,female,graduate school,single,32,0
180000,male,university,married,34,0
210000,female,university,single,30,0
200000,male,graduate school,married,51,0
140000,male,university,single,27,0
60000,male,high school,married,33,0
100000,male,university,single,40,0
110000,male,graduate school,single,29,0
70000,female,graduate school,single,25,0
50000,female,university,single,23,0
10000,female,university,single,22,0
200000,female,graduate school,single,35,0
390000,female,graduate school,single,29,0
400000,female,high school,married,30,0
80000,male,graduate school,single,26,0
30000,male,university,single,39,0
240000,male,graduate school,married,35,0
50000,male,university,married,36,0
100000,female,university,married,33,0
180000,female,university,single,29,0
50000,male,high school,single,40,0
260000,male,graduate school,single,37,0
230000,female,university,married,30,0
90000,male,university,married,41,0
230000,female,university,single,31,0
150000,male,university,single,27,0
60000,male,university,married,52,0
50000,male,university,single,25,0
140000,male,university,single,31,0
90000,female,high school,married,25,0
330000,female,graduate school,married,36,0
300000,female,university,single,37,0
70000,female,university,married,43,0
240000,female,university,single,28,0
80000,female,high school,single,54,0
420000,female,graduate school,married,32,0
150000,female,graduate school,single,31,0
220000,female,university,married,45,0
30000,female,graduate school,married,23,0
170000,female,graduate school,married,33,0
200000,female,other,single,25,0
500000,male,graduate school,single,38,0
360000,female,university,married,49,0
380000,female,graduate school,married,37,0
50000,female,university,single,43,0
70000,male,university,single,32,0
50000,female,university,married,37,0
350000,female,university,single,33,0
200000,male,graduate school,single,32,0
50000,male,university,single,25,0
20000,female,university,single,22,0
140000,male,graduate school,single,29,0
100000,female,graduate school,married,35,0
240000,female,university,married,35,0
350000,female,university,single,33,0
150000,male,university,married,43,0
50000,male,university,single,24,0
60000,female,high school,single,42,0
250000,female,university,married,43,0
90000,male,graduate school,married,29,0
290000,female,graduate school,married,37,0
80000,female,university,single,27,0
50000,female,high school,married,56,0
430000,male,university,married,48,0
50000,female,university,married,27,0
110000,male,university,single,47,0
300000,male,university,married,66,0
230000,female,university,single,28,0
200000,female,graduate school,single,26,0
20000,male,graduate school,single,25,0
400000,female,graduate school,single,31,0
230000,female,graduate school,single,29,0
30000,male,university,married,36,0
190000,male,university,married,44,0
20000,male,university,single,30,0
190000,male,university,married,36,0
80000,female,university,married,34,0
50000,male,university,single,25,0
20000,female,high school,married,51,0
60000,male,university,single,22,0
70000,female,graduate school,single,25,0
90000,female,graduate school,single,24,0
80000,female,high school,single,54,0
50000,female,high school,single,54,0
500000,female,graduate school,single,27,0
50000,male,university,single,28,0
50000,male,university,single,28,0
80000,male,university,single,26,0
20000,male,graduate school,single,31,0
150000,female,graduate school,married,29,0
50000,female,university,married,50,0
50000,female,high school,married,36,0
230000,male,university,married,41,0
70000,female,university,single,24,0
10000,female,university,single,31,0
30000,male,high school,single,27,0
230000,female,university,married,29,0
50000,female,high school,married,61,0
20000,male,university,married,31,0
20000,female,university,single,31,0
120000,male,graduate school,single,28,0
500000,male,graduate school,married,55,0
500000,male,graduate school,married,50,0
20000,female,graduate school,single,24,0
50000,female,high school,married,27,0
30000,male,university,single,37,0
390000,male,university,married,35,0
120000,female,university,married,27,0
50000,male,university,single,32,0
50000,male,graduate school,single,30,0
90000,female,university,single,24,0
50000,male,university,single,24,0
310000,female,university,single,24,0
100000,male,graduate school,single,25,0
120000,female,high school,single,40,0
230000,male,graduate school,married,48,0
50000,male,high school,married,44,0
30000,female,university,single,49,0
720000,female,graduate school,married,45,0
10000,male,graduate school,single,22,0
50000,male,university,married,25,0
210000,female,university,single,26,0
230000,male,graduate school,single,29,0
220000,female,graduate school,married,41,0
410000,male,university,single,48,0
290000,female,university,single,36,0
50000,male,university,married,42,0
380000,male,university,married,40,0
200000,male,graduate school,married,37,0
200000,female,other,single,32,0
80000,female,university,married,46,0
480000,female,graduate school,single,33,0
20000,male,high school,married,53,0
160000,male,university,married,31,0
200000,female,university,single,23,0
180000,male,university,married,43,0
230000,male,university,single,28,0
20000,male,graduate school,single,26,0
140000,male,university,married,73,0
150000,female,graduate school,single,27,0
50000,female,university,single,25,0
20000,female,graduate school,single,23,0
200000,female,graduate school,single,33,0
20000,female,university,single,23,0
30000,male,university,single,24,0
230000,female,university,single,30,0
80000,male,university,married,49,0
70000,female,university,single,23,0
30000,female,university,married,38,0
140000,male,other,single,26,0
390000,male,university,single,29,0
30000,female,graduate school,single,28,0
500000,female,university,single,32,0
290000,female,university,married,33,0
140000,male,graduate school,single,35,0
50000,female,university,married,31,0
160000,male,high school,married,48,0
110000,male,university,married,35,0
260000,female,other,single,32,0
310000,female,graduate school,married,32,0
130000,male,graduate school,single,27,0
220000,male,university,single,44,0
20000,female,high school,married,47,0
310000,male,high school,married,32,0
20000,male,university,married,38,0
20000,male,university,single,26,0
470000,male,university,married,32,0
160000,female,university,married,31,0
50000,female,university,married,42,0
50000,male,university,married,53,0
50000,female,graduate school,single,24,0
80000,male,graduate school,single,42,0
50000,female,university,married,42,0
80000,female,university,single,24,0
120000,male,university,married,26,0
130000,female,high school,married,48,0
330000,male,graduate school,single,44,0
50000,female,high school,single,40,0
30000,male,university,single,43,0
200000,female,graduate school,married,24,0
220000,female,graduate school,married,39,0
350000,female,university,married,48,0
40000,male,university,single,27,0
60000,male,university,single,24,0
50000,female,university,single,48,0
100000,female,graduate school,married,44,0
210000,male,university,married,30,0
20000,female,university,single,35,0
240000,male,high school,single,42,0
170000,female,university,married,43,0
70000,male,university,single,43,0
50000,female,high school,married,29,0
130000,male,university,single,38,0
450000,female,graduate school,single,30,0
120000,female,graduate school,single,26,0
270000,female,graduate school,single,29,0
80000,female,high school,married,40,0
380000,female,university,single,41,0
100000,female,university,single,31,0
290000,female,graduate school,single,29,0
70000,female,graduate school,single,24,0
50000,female,high school,single,22,0
150000,male,graduate school,single,31,0
180000,female,other,single,26,0
220000,female,university,single,27,0
110000,female,university,single,28,0
270000,male,university,married,52,0
50000,male,university,single,44,0
60000,female,university,married,39,0
140000,male,university,single,28,0
360000,female,university,single,34,0
50000,female,university,married,46,0
70000,male,graduate school,single,27,0
180000,female,high school,single,28,0
100000,male,university,single,25,0
50000,female,university,single,38,0
210000,male,university,married,33,0
80000,female,university,single,23,0
120000,female,graduate school,single,28,0
280000,male,university,married,48,0
80000,female,university,married,45,0
60000,female,other,single,22,0
20000,female,graduate school,single,25,0
360000,female,university,single,33,0
30000,male,graduate school,single,25,0
70000,female,university,married,36,0
50000,male,university,single,28,0
200000,female,university,married,35,0
150000,female,high school,single,60,0
80000,female,high school,single,26,0
300000,male,university,single,33,0
50000,female,university,married,23,0
400000,female,university,married,53,0
280000,female,university,single,26,0
120000,female,high school,married,47,0
60000,female,university,married,57,0
210000,female,graduate school,single,26,0
110000,female,university,single,24,0
140000,male,university,single,41,0
630000,female,graduate school,single,29,0
60000,female,university,other,39,0
50000,male,high school,single,41,0
30000,female,university,single,31,0
20000,female,high school,married,47,0
20000,female,high school,married,45,0
150000,female,graduate school,single,30,0
500000,male,graduate school,married,41,0
220000,female,university,married,53,0
280000,female,graduate school,single,29,0
10000,female,high school,single,22,0
260000,female,university,married,36,0
260000,female,graduate school,single,50,0
90000,male,university,married,32,0
160000,male,university,married,52,0
230000,female,university,single,25,0
50000,male,high school,single,29,0
130000,male,high school,single,44,0
50000,male,graduate school,single,22,0
320000,female,graduate school,single,43,0
130000,female,university,married,44,0
330000,female,graduate school,single,24,0
120000,female,university,single,23,0
260000,female,university,single,29,0
240000,male,graduate school,single,28,0
330000,male,university,single,33,0
80000,female,graduate school,single,23,0
180000,male,high school,married,39,0
60000,female,graduate school,single,24,0
340000,female,graduate school,married,41,0
80000,female,high school,married,39,0
430000,female,graduate school,single,34,0
340000,female,graduate school,single,36,0
80000,female,university,married,35,0
150000,female,graduate school,married,34,0
120000,female,university,married,28,0
620000,female,graduate school,single,31,0
130000,male,graduate school,single,37,0
80000,male,university,single,36,0
200000,female,graduate school,married,42,0
110000,female,high school,married,42,0
60000,male,university,married,37,0
340000,female,graduate school,married,33,0
50000,female,high school,single,22,0
80000,female,university,single,48,0
200000,female,university,single,24,0
160000,male,graduate school,married,49,0
50000,female,graduate school,married,35,0
30000,male,university,single,28,0
360000,male,university,single,26,0
220000,female,graduate school,single,30,0
500000,female,university,single,27,0
50000,male,high school,married,36,0
500000,female,graduate school,married,49,0
50000,male,graduate school,single,23,0
500000,female,university,married,37,0
30000,male,university,married,29,0
90000,female,graduate school,single,28,0
20000,male,university,married,35,0
500000,male,graduate school,single,32,0
450000,female,graduate school,single,38,0
110000,male,graduate school,married,48,0
70000,male,university,married,45,0
160000,female,university,single,32,0
200000,female,high school,single,29,0
200000,male,university,married,38,0
170000,female,university,married,43,0
50000,male,graduate school,single,25,0
360000,male,university,married,28,0
210000,male,university,single,24,0
20000,male,university,single,24,0
20000,female,university,married,37,0
30000,female,graduate school,single,26,0
200000,male,university,married,27,0
100000,female,graduate school,married,28,0
100000,female,university,married,40,0
50000,male,graduate school,single,26,0
70000,female,graduate school,single,24,0
50000,female,university,single,32,0
500000,female,graduate school,single,28,0
360000,male,graduate school,single,26,0
70000,male,university,married,45,0
20000,male,university,single,34,0
50000,male,university,married,39,0
80000,female,graduate school,single,24,0
130000,male,university,single,28,0
100000,female,high school,married,39,0
200000,female,graduate school,single,30,0
100000,female,university,married,41,0
50000,male,university,single,24,0
20000,female,university,married,23,0
190000,male,graduate school,single,31,0
180000,female,university,single,34,0
220000,female,university,married,35,0
200000,male,high school,married,34,0
240000,male,university,married,41,0
340000,female,university,single,28,0
80000,male,high school,married,29,0
210000,male,graduate school,married,40,0
70000,male,university,single,32,0
160000,female,university,single,34,0
110000,male,university,single,24,0
240000,female,high school,single,33,0
260000,male,graduate school,single,34,0
90000,female,university,married,37,0
270000,female,graduate school,single,31,0
100000,male,university,married,42,0
350000,male,graduate school,single,31,0
80000,female,graduate school,married,44,0
250000,female,university,single,26,0
20000,male,university,single,22,0
150000,female,university,single,23,0
90000,female,graduate school,single,27,0
100000,female,university,single,39,0
60000,female,graduate school,married,37,0
180000,female,high school,other,40,0
290000,female,graduate school,married,29,0
180000,female,university,single,34,0
460000,male,university,married,39,0
20000,male,high school,married,36,0
500000,male,graduate school,single,33,0
40000,male,university,single,31,0
180000,female,university,married,38,0
50000,male,university,single,23,0
300000,female,university,single,32,0
20000,female,graduate school,single,25,0
70000,male,university,married,37,0
60000,female,high school,single,26,0
150000,male,university,single,29,0
180000,female,graduate school,single,28,0
50000,female,university,single,30,0
200000,male,university,single,39,0
140000,female,graduate school,married,33,0
140000,female,graduate school,single,26,0
360000,male,university,married,47,0
160000,female,other,single,40,0
180000,male,university,single,30,0
350000,female,graduate school,married,32,0
90000,female,university,single,29,0
50000,male,high school,single,34,0
280000,male,university,single,45,0
140000,female,university,married,25,0
20000,male,high school,married,29,0
150000,male,high school,single,32,0
10000,female,graduate school,married,37,0
200000,male,university,single,58,0
80000,female,high school,single,39,0
200000,male,university,single,31,0
170000,male,graduate school,married,36,0
150000,male,graduate school,married,46,0
130000,female,high school,married,57,0
360000,female,graduate school,single,35,0
50000,male,university,single,24,0
50000,male,high school,married,58,0
10000,female,university,married,22,0
200000,female,university,single,28,0
50000,male,high school,single,46,0
20000,male,graduate school,married,50,0
50000,male,graduate school,single,31,0
260000,female,graduate school,single,28,0
260000,male,university,single,31,0
400000,male,high school,married,51,0
50000,female,university,married,34,0
150000,male,graduate school,single,26,0
60000,male,graduate school,single,24,0
180000,male,high school,married,35,0
60000,female,university,married,48,0
150000,female,university,married,25,0
170000,male,university,single,42,0
280000,male,graduate school,single,29,0
240000,male,university,married,44,0
110000,female,university,married,24,0
140000,female,graduate school,single,27,0
20000,female,high school,married,54,0
10000,male,university,single,24,0
100000,male,graduate school,single,31,0
240000,male,university,married,38,0
50000,female,university,single,29,0
230000,female,graduate school,single,31,0
60000,male,graduate school,single,29,0
100000,male,university,married,42,0
260000,male,graduate school,single,30,0
300000,male,graduate school,single,29,0
200000,female,high school,married,42,0
360000,male,university,married,32,0
50000,male,university,single,23,0
50000,female,graduate school,single,43,0
20000,male,university,single,30,0
60000,female,university,single,29,0
360000,male,graduate school,single,32,0
260000,female,high school,married,41,0
50000,female,high school,married,31,0
80000,male,graduate school,married,34,0
500000,male,university,single,30,0
50000,male,university,married,31,0
30000,male,university,single,27,0
500000,male,university,married,33,0
110000,male,high school,single,24,0
340000,male,graduate school,single,29,0
140000,female,high school,married,35,0
70000,male,university,single,29,0
70000,female,university,married,40,0
250000,male,graduate school,single,30,0
300000,male,university,single,31,0
120000,male,graduate school,single,38,0
60000,female,graduate school,single,23,0
130000,male,high school,married,48,0
160000,female,university,single,25,0
500000,female,graduate school,single,33,0
20000,male,university,single,29,0
70000,male,high school,single,53,0
310000,female,university,married,40,0
50000,female,university,married,39,0
20000,female,university,married,58,0
310000,female,university,married,35,0
80000,male,university,single,40,0
180000,male,graduate school,single,27,0
10000,male,university,single,23,0
50000,male,university,single,30,0
210000,male,high school,married,33,0
20000,female,other,single,22,0
50000,male,university,single,31,0
290000,male,graduate school,single,43,0
360000,female,graduate school,single,37,0
50000,female,university,married,41,0
180000,male,university,single,25,0
140000,male,university,married,48,0
60000,female,university,single,34,0
110000,male,university,single,24,0
50000,male,university,single,28,0
20000,male,graduate school,single,23,0
360000,female,university,married,34,0
140000,male,graduate school,single,43,0
110000,male,university,married,39,0
170000,male,graduate school,single,27,0
390000,female,university,married,31,0
40000,male,graduate school,single,24,0
260000,female,high school,married,52,0
30000,male,university,married,31,0
300000,male,graduate school,single,37,0
130000,male,graduate school,single,26,0
180000,female,graduate school,single,41,0
140000,male,high school,married,35,0
60000,male,university,single,30,0
40000,female,high school,married,39,0
210000,female,university,single,29,0
80000,female,university,married,49,0
80000,female,university,married,31,0
140000,male,university,single,36,0
220000,female,university,other,50,0
50000,female,university,married,24,0
20000,male,university,single,30,0
20000,female,university,single,27,0
440000,female,university,single,31,0
320000,male,university,married,32,0
30000,male,university,single,26,0
60000,female,high school,married,48,0
20000,male,university,single,41,0
30000,male,high school,married,59,0
30000,female,graduate school,single,24,0
160000,female,university,married,30,0
10000,male,university,single,25,0
70000,male,university,married,26,0
50000,female,university,married,30,0
340000,female,graduate school,single,27,0
100000,female,university,married,47,0
100000,female,graduate school,single,28,0
10000,male,graduate school,single,23,0
190000,female,graduate school,single,38,0
70000,female,graduate school,single,33,0
500000,female,university,married,37,0
210000,male,university,married,45,0
320000,male,university,married,37,0
50000,female,university,married,22,0
500000,female,graduate school,single,38,0
80000,male,university,single,26,0
50000,female,university,married,24,0
50000,male,university,married,45,0
10000,male,university,single,23,0
170000,male,university,single,34,0
80000,male,university,married,29,0
150000,female,university,single,28,0
200000,male,university,married,34,0
300000,male,graduate school,single,33,0
290000,female,university,single,33,0
100000,male,high school,married,56,0
10000,male,graduate school,other,46,0
420000,female,graduate school,single,41,0
20000,female,university,married,42,0
50000,male,high school,single,26,0
210000,male,graduate school,married,42,0
240000,female,graduate school,single,31,0
100000,male,university,single,27,0
200000,female,high school,married,38,0
100000,male,graduate school,married,44,0
200000,male,graduate school,single,29,0
260000,male,graduate school,married,36,0
110000,male,university,married,32,0
500000,male,high school,single,44,0
60000,female,graduate school,single,30,0
80000,male,graduate school,single,39,0
500000,female,university,single,34,0
110000,male,university,married,39,0
60000,female,graduate school,married,49,0
480000,female,graduate school,single,33,0
80000,female,graduate school,single,27,0
100000,male,graduate school,married,43,0
430000,male,university,married,46,0
150000,male,graduate school,single,44,0
20000,female,graduate school,single,24,0
230000,male,graduate school,married,39,0
280000,female,university,married,30,0
90000,female,high school,married,39,0
240000,female,graduate school,single,29,0
160000,female,university,married,34,0
280000,female,graduate school,married,37,0
190000,female,university,married,33,0
50000,male,university,single,31,0
50000,male,university,married,57,0
150000,female,high school,married,35,0
10000,male,graduate school,married,50,0
240000,female,high school,married,43,0
230000,female,university,single,27,0
290000,male,university,single,29,0
30000,male,university,single,22,0
240000,female,university,single,35,0
30000,male,university,single,33,0
110000,male,graduate school,single,32,0
50000,male,university,married,49,0
140000,female,university,single,29,0
90000,female,university,married,38,0
180000,male,university,single,31,0
360000,female,graduate school,single,29,0
90000,female,high school,single,23,0
200000,male,university,married,56,0
110000,female,university,married,48,0
50000,male,high school,married,58,0
170000,female,university,married,43,0
290000,male,graduate school,single,35,0
50000,male,university,single,27,0
50000,male,university,single,28,0
30000,female,university,single,21,0
80000,female,university,single,27,0
80000,male,university,married,40,0
150000,male,graduate school,married,37,0
100000,male,university,single,26,0
50000,female,high school,married,47,0
230000,female,graduate school,single,25,0
150000,female,high school,married,45,0
210000,female,university,married,34,0
30000,female,university,married,26,0
50000,female,university,single,23,0
210000,male,graduate school,single,32,0
20000,male,university,married,31,0
140000,male,graduate school,single,26,0
50000,male,high school,married,56,0
200000,female,graduate school,single,28,0
50000,male,university,married,46,0
140000,female,high school,married,39,0
80000,male,high school,married,43,0
120000,female,university,single,23,0
330000,female,university,single,27,0
240000,male,graduate school,married,53,0
290000,female,university,single,39,0
60000,male,university,single,42,0
450000,female,graduate school,married,33,0
20000,male,university,married,53,0
120000,female,graduate school,single,25,0
200000,male,high school,married,45,0
20000,male,university,single,25,0
140000,female,university,single,38,0
150000,male,university,single,27,0
50000,male,university,single,29,0
60000,male,graduate school,single,28,0
160000,male,university,single,57,0
20000,male,other,single,27,0
40000,male,university,married,44,0
130000,female,high school,married,26,0
120000,female,graduate school,single,25,0
20000,female,university,single,22,0
20000,male,university,married,51,0
10000,male,university,single,32,0
400000,female,graduate school,single,28,0
60000,female,university,single,23,0
260000,female,graduate school,single,28,0
50000,male,high school,married,36,0
20000,male,university,single,36,0
30000,female,university,single,23,0
70000,male,university,single,31,0
180000,male,graduate school,single,33,0
50000,female,university,married,45,0
50000,female,university,single,28,0
290000,female,university,other,49,0
240000,male,graduate school,single,33,0
50000,male,university,single,34,0
30000,male,university,other,45,0
60000,female,university,single,57,0
100000,female,high school,married,51,0
150000,male,university,married,35,0
500000,male,university,single,28,0
20000,male,university,married,33,0
260000,female,university,single,27,0
130000,male,other,married,44,0
500000,female,high school,married,50,0
50000,male,university,married,46,0
60000,male,high school,single,57,0
80000,female,graduate school,single,30,0
20000,female,other,single,23,0
10000,male,graduate school,single,23,0
50000,male,university,single,27,0
50000,female,high school,married,41,0
80000,female,high school,married,40,0
120000,female,university,married,33,0
50000,female,graduate school,single,27,0
20000,female,graduate school,single,24,0
20000,female,university,single,22,0
80000,female,high school,married,40,0
180000,female,university,married,68,0
50000,female,high school,married,55,0
360000,male,graduate school,single,30,0
30000,female,university,married,27,0
50000,female,university,single,24,0
30000,female,graduate school,single,29,0
50000,male,university,married,62,0
50000,male,high school,married,59,0
340000,female,high school,married,40,0
460000,male,graduate school,single,28,0
60000,male,university,married,35,0
180000,female,university,single,32,0
460000,female,high school,single,32,0
280000,male,university,married,36,0
150000,female,graduate school,single,29,0
150000,male,graduate school,single,28,0
370000,female,university,married,45,0
120000,female,university,married,42,0
470000,female,university,married,35,0
100000,female,high school,married,47,0
240000,male,university,married,44,0
390000,female,university,married,30,0
180000,female,university,single,26,0
80000,male,graduate school,married,33,0
70000,female,graduate school,single,48,0
350000,male,university,single,29,0
200000,male,university,single,30,0
120000,female,graduate school,single,26,0
70000,female,university,single,24,0
200000,female,graduate school,married,29,0
50000,male,graduate school,married,38,0
120000,male,university,single,26,0
50000,female,high school,married,50,0
140000,male,university,single,45,0
50000,female,high school,single,54,0
60000,male,university,married,32,0
20000,male,graduate school,single,36,0
250000,female,high school,single,26,0
20000,male,high school,single,27,0
50000,female,high school,single,25,0
250000,male,graduate school,single,30,0
10000,male,university,single,21,0
100000,female,university,single,25,0
80000,female,graduate school,single,23,0
480000,male,high school,married,46,0
20000,female,university,single,24,0
30000,male,university,married,43,0
500000,female,university,single,48,0
360000,male,high school,married,55,0
90000,female,high school,married,44,0
70000,male,university,married,35,0
220000,male,graduate school,single,32,0
140000,male,high school,other,47,0
50000,male,high school,married,39,0
20000,male,university,married,32,0
10000,female,other,single,21,0
50000,female,graduate school,married,43,0
140000,female,graduate school,married,36,0
410000,male,graduate school,single,37,0
60000,female,university,single,26,0
170000,female,university,single,29,0
30000,female,university,married,25,0
360000,male,graduate school,married,30,0
150000,male,graduate school,single,38,0
110000,female,high school,married,36,0
280000,male,graduate school,single,32,0
150000,male,university,single,28,0
360000,male,graduate school,single,36,0
130000,male,high school,married,49,0
150000,female,university,single,42,0
160000,female,university,married,42,0
610000,male,graduate school,single,35,0
260000,female,graduate school,married,35,0
20000,female,university,single,23,0
70000,male,university,single,25,0
180000,female,university,married,33,0
50000,female,graduate school,single,50,0
250000,male,university,single,30,0
250000,male,university,married,39,0
80000,female,university,married,26,0
620000,male,graduate school,married,39,0
30000,male,graduate school,single,22,0
240000,female,graduate school,single,27,0
70000,female,graduate school,married,28,0
140000,male,university,single,62,0
20000,female,graduate school,single,24,0
80000,male,university,single,30,0
80000,male,graduate school,single,37,0
120000,female,university,single,26,0
180000,male,graduate school,married,35,0
30000,female,university,married,23,0
50000,male,university,married,36,0
50000,male,high school,married,41,0
180000,female,high school,married,35,0
20000,female,university,other,52,0
50000,male,university,single,37,0
150000,female,other,single,23,0
20000,male,university,single,24,0
80000,female,other,single,51,0
260000,female,university,single,28,0
240000,female,graduate school,single,39,0
20000,female,university,single,22,0
20000,female,high school,married,52,0
80000,female,university,married,46,0
50000,male,university,single,25,0
140000,male,high school,single,35,0
50000,male,graduate school,single,25,0
80000,female,university,married,37,0
60000,female,university,single,41,0
50000,male,graduate school,single,56,0
360000,female,other,single,28,0
100000,male,university,single,31,0
20000,male,high school,married,53,0
80000,female,university,married,44,0
140000,female,graduate school,married,41,0
50000,female,university,married,26,0
320000,female,graduate school,married,42,0
70000,male,university,married,39,0
150000,female,university,single,25,0
290000,female,university,married,34,0
360000,male,graduate school,single,34,0
60000,male,graduate school,single,27,0
420000,male,university,married,34,0
50000,male,graduate school,married,42,0
250000,male,high school,married,46,0
160000,male,graduate school,single,32,0
220000,male,graduate school,single,31,0
50000,male,high school,married,43,0
120000,male,graduate school,single,29,0
210000,female,university,married,32,0
260000,female,university,married,40,0
30000,male,university,single,33,0
70000,female,high school,single,23,0
200000,female,graduate school,single,59,0
100000,female,university,married,29,0
400000,female,graduate school,single,32,0
180000,female,university,single,27,0
340000,female,graduate school,single,29,0
120000,male,high school,married,46,0
50000,female,university,married,49,0
150000,female,university,single,26,0
180000,female,graduate school,married,30,0
420000,male,graduate school,single,42,0
120000,female,university,single,24,0
230000,female,university,married,27,0
50000,male,university,other,46,0
50000,female,university,married,36,0
320000,male,graduate school,married,40,0
280000,female,graduate school,single,27,0
180000,male,graduate school,married,48,0
200000,female,university,single,25,0
180000,female,university,single,28,0
50000,female,graduate school,single,25,0
120000,female,university,single,31,0
110000,male,graduate school,single,27,0
210000,female,university,single,27,0
390000,female,graduate school,single,29,0
30000,male,university,married,51,0
20000,female,university,single,24,0
30000,male,high school,single,51,0
130000,male,university,married,39,0
170000,female,university,single,26,0
130000,female,high school,married,41,0
110000,female,high school,single,32,0
80000,female,graduate school,single,28,0
500000,female,university,single,32,0
20000,female,university,married,23,0
50000,male,university,single,22,0
150000,male,graduate school,married,51,0
460000,female,graduate school,single,28,0
80000,female,university,single,25,0
260000,female,graduate school,married,35,0
50000,female,university,single,46,0
50000,female,university,single,50,0
70000,female,university,married,32,0
50000,male,university,single,42,0
100000,male,university,married,30,0
200000,male,graduate school,single,29,0
50000,female,graduate school,single,23,0
180000,female,university,married,41,0
50000,male,university,married,25,0
210000,female,graduate school,married,39,0
80000,female,university,married,39,0
60000,male,university,married,40,0
10000,male,high school,married,46,0
180000,male,university,single,24,0
50000,female,university,single,37,0
380000,male,graduate school,married,55,0
50000,female,university,married,42,0
150000,male,graduate school,single,35,0
210000,female,graduate school,single,35,0
70000,female,high school,single,43,0
50000,female,university,married,44,0
480000,female,university,married,35,0
170000,female,graduate school,single,26,0
30000,male,university,married,37,0
80000,female,graduate school,single,25,0
160000,male,university,married,31,0
110000,male,university,married,30,0
200000,female,university,single,29,0
320000,female,university,married,50,0
250000,female,university,single,35,0
50000,female,university,married,34,0
80000,male,graduate school,single,25,0
150000,male,graduate school,single,28,0
110000,female,graduate school,single,36,0
50000,male,high school,married,42,0
50000,female,university,married,38,0
120000,female,university,married,26,0
50000,male,university,single,39,0
310000,female,graduate school,single,29,0
50000,female,university,single,38,0
60000,male,high school,married,39,0
20000,male,high school,married,47,0
110000,female,university,single,35,0
30000,male,university,single,35,0
80000,male,graduate school,single,26,0
50000,male,university,single,39,0
130000,female,university,single,26,0
200000,male,university,married,54,0
420000,male,graduate school,married,32,0
240000,female,university,married,56,0
200000,female,university,married,39,0
90000,male,university,single,35,0
20000,female,high school,married,23,0
80000,female,graduate school,single,23,0
380000,female,university,married,36,0
110000,male,university,single,51,0
100000,female,university,married,29,0
220000,male,graduate school,single,30,0
210000,male,graduate school,married,40,0
200000,female,university,single,26,0
140000,male,high school,single,26,0
30000,male,graduate school,single,24,0
50000,female,high school,married,52,0
240000,female,graduate school,single,28,0
490000,male,graduate school,married,57,0
60000,female,university,single,23,0
210000,male,university,single,26,0
50000,male,university,married,38,0
10000,female,graduate school,single,24,0
210000,female,graduate school,single,26,0
160000,male,other,single,46,0
80000,female,university,single,24,0
230000,male,graduate school,single,28,0
130000,female,university,married,46,0
140000,female,high school,married,46,0
110000,male,university,single,29,0
20000,male,university,single,21,0
250000,female,graduate school,married,32,0
360000,female,university,married,35,0
50000,male,high school,single,54,0
100000,female,university,married,29,0
150000,female,other,single,33,0
20000,male,graduate school,single,40,0
50000,female,university,single,32,0
